,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.09,2.3,2.26,2.33,2.23,1.73,0.46,0.7,0.44,0.47,0.46,0.54,0.25,0.41,0.35,0.4
e_1,1.49,1.09,2.6,2.68,2.45,2.34,0.69,0.77,0.5,0.49,0.56,0.67,0.35,0.47,0.56,0.39
d_1,2.75,2.85,1.08,2.48,2.73,2.14,0.67,0.47,0.78,0.48,0.47,0.49,0.34,0.54,0.45,0.23
c_1,2.48,2.15,3.46,1.1,2.65,2.33,0.93,0.8,0.32,0.8,0.59,0.63,0.37,0.51,0.52,0.37
b_1,3.57,3.16,3.35,1.72,1.11,3.01,0.94,0.83,0.61,0.87,0.79,0.72,0.46,0.57,0.78,0.43
a_1,5.31,4.58,5.13,4.05,2.28,1.13,1.29,1.34,1.04,1.15,1.3,0.9,0.84,1.06,0.88,0.63
h_1,9.37,10.08,8.88,9.58,9.06,7.38,1.51,2.61,2.25,1.93,1.96,1.91,1.61,1.74,1.57,1.4
g_1,12.41,11.73,10.72,12.1,12.06,10.42,2.87,1.59,2.57,2.57,2.6,2.41,1.34,2.31,2.01,1.72
d_0,11.5,7.95,17.22,13.16,12.33,10.66,3.94,4.94,1.85,2.66,2.8,2.82,1.74,2.22,2.25,2.02
c_0,14.59,13.13,7.55,16.23,11.62,11.42,3.41,3.0,3.99,1.72,2.35,2.22,1.74,2.34,2.15,1.52
b_0,13.83,11.66,11.89,19.34,16.2,11.7,3.98,3.09,2.79,1.69,1.75,2.43,1.93,2.44,2.36,1.72
f_0,22.32,14.6,14.43,15.36,14.39,12.54,4.59,2.64,3.34,3.32,3.13,1.74,1.98,2.87,2.51,1.36
h_0,20.26,17.05,18.45,20.61,17.83,14.98,6.46,4.83,3.56,4.07,3.45,3.56,3.47,3.2,3.18,2.5
a_0,18.84,17.54,18.35,18.99,21.81,22.56,5.96,5.34,3.97,3.58,2.22,3.69,2.61,2.11,3.06,2.77
e_0,30.48,27.03,23.61,24.29,22.32,18.44,7.12,6.69,4.92,4.58,4.1,2.62,2.77,4.28,2.28,2.59
g_0,29.52,27.44,23.28,30.72,30.48,29.97,6.22,8.07,6.01,5.41,5.53,4.96,2.91,4.52,4.5,4.01
