,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.54,0.79,1.13,0.77,0.84,0.76,1.1,1.74,1.09,1.04,1.09,1.16,1.08,0.99,0.91,1.07
f_1,1.38,1.55,0.84,0.95,0.73,0.68,0.91,1.01,1.03,1.0,0.99,0.69,1.0,0.96,0.63,1.05
c_1,0.78,0.93,1.55,0.9,1.4,0.73,0.96,0.88,0.71,0.83,0.7,0.98,1.05,0.88,0.84,1.06
d_1,1.01,0.9,0.8,1.56,0.94,0.7,1.03,0.81,1.56,0.87,1.17,1.04,1.11,0.77,0.91,0.93
b_1,0.9,1.07,0.77,0.92,1.62,1.38,1.12,1.01,1.31,0.99,0.83,1.0,1.14,0.72,0.88,1.05
a_1,0.99,1.08,0.98,1.05,0.63,1.72,1.3,1.23,1.04,1.09,1.11,1.2,1.28,0.78,1.11,1.14
h_1,1.08,1.44,1.21,1.15,0.96,0.78,1.82,1.24,1.22,1.55,1.19,1.2,1.25,1.1,1.16,1.55
d_0,0.98,1.16,1.84,0.96,1.14,0.91,1.27,1.73,1.09,1.21,1.24,1.34,1.57,1.09,1.2,1.45
c_0,1.16,1.39,1.17,1.12,0.75,1.05,1.37,1.54,1.74,1.23,2.13,1.18,1.65,1.48,1.25,1.42
g_1,1.07,1.0,1.21,1.69,0.96,0.93,1.15,1.24,1.34,1.88,1.29,1.76,1.28,0.98,1.17,1.17
b_0,1.14,1.24,1.54,1.17,0.92,0.79,1.43,1.46,1.17,1.3,1.85,1.26,1.58,2.13,1.2,1.51
f_0,1.02,1.17,1.31,1.26,1.24,0.98,1.48,1.44,1.4,1.18,1.41,1.82,1.65,1.25,2.05,1.23
h_0,1.11,1.56,1.32,1.31,1.14,0.9,1.2,1.36,1.29,1.52,1.38,1.24,1.38,1.27,1.2,1.81
a_0,1.17,1.38,1.26,1.46,1.27,0.9,1.53,1.44,1.34,1.49,1.12,1.34,1.86,1.83,1.28,1.48
e_0,0.98,1.55,1.3,1.36,1.15,1.03,1.63,1.39,1.45,1.4,1.56,1.2,1.57,1.43,1.84,1.5
g_0,1.08,1.17,1.23,1.69,1.27,0.98,1.4,1.25,1.46,1.35,1.32,1.96,1.38,1.47,1.48,1.38
