,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,108.11,38.17,41.21,53.72,62.31,172.64,4904.54,17063.41,9833.51,9108.6,14166.25,28559.38,70015.71,52067.41,107753.68,37691.76
f_1,47.53,122.75,35.21,42.46,58.24,194.96,4360.69,8465.55,10501.95,8896.83,15485.03,15047.26,56292.24,62090.04,105743.67,98634.2
d_1,30.82,45.41,123.66,49.36,51.28,171.29,5467.44,5027.61,14883.28,6626.66,17815.17,32508.12,58942.44,54075.34,75993.78,83853.71
c_1,29.88,39.07,29.17,145.15,98.13,177.44,4378.17,8097.23,2189.86,8249.99,10021.5,27235.65,68351.23,35993.5,89124.57,97132.22
b_1,29.44,32.16,38.2,31.56,185.61,258.08,3976.35,7170.08,8404.56,6979.74,4735.79,22160.95,55014.69,44034.77,75315.14,75955.78
a_1,19.63,19.0,25.99,29.15,32.22,473.27,3086.9,4823.99,5460.15,5301.97,11436.26,19128.11,34943.16,15432.93,56112.18,52125.67
h_1,9.44,15.87,13.11,14.96,19.6,60.96,3090.35,3316.53,2814.56,3833.21,5340.37,8164.17,11900.66,17178.84,35033.99,32290.01
d_0,6.63,11.17,5.65,21.13,18.54,59.31,1223.45,4151.27,2136.35,2749.78,4533.48,8066.63,19478.6,11544.06,18669.29,29717.52
c_0,8.19,10.46,9.37,12.11,14.87,57.33,1473.36,2739.73,4273.55,2849.72,7096.6,8617.66,15309.88,19147.12,25653.24,26776.63
g_1,8.46,10.2,14.18,12.43,14.59,37.79,1120.51,2408.76,2321.36,5102.19,3886.78,11014.48,12769.29,11800.17,14074.12,27844.42
b_0,8.72,9.99,8.69,13.78,11.36,32.8,989.14,2074.31,1913.0,2239.09,6091.25,7055.96,19101.41,22353.17,20233.03,24676.74
f_0,5.8,5.04,8.02,8.88,13.37,36.35,1148.33,1771.25,1777.74,1334.25,2937.87,10033.65,13559.54,11157.46,16691.07,31709.85
h_0,4.79,8.45,6.38,6.97,8.52,28.81,500.37,1273.31,1623.98,1729.47,1785.12,4403.17,6294.48,8508.56,18027.46,12516.54
a_0,5.28,5.19,5.92,8.14,10.05,17.41,808.94,1516.42,1487.56,1681.76,2320.52,4676.22,10743.63,17774.13,16018.08,16010.97
g_0,3.84,4.04,8.78,6.5,8.43,22.79,567.69,1294.81,1327.27,841.56,2160.69,5457.17,7428.93,6925.04,6671.36,12286.72
e_0,2.54,5.16,5.96,6.09,8.17,31.73,593.62,801.64,1191.51,1169.1,2047.19,3289.93,9947.02,7898.58,13862.66,25574.68
