,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.14,3.62,3.61,3.51,2.47,1.2,1.44,0.92,1.12,1.01,1.06,0.71,0.92,1.44,0.68
f_1,3.79,1.07,3.17,3.33,2.98,2.5,1.0,1.19,0.89,0.93,0.93,1.48,0.56,0.86,0.77,0.93
d_1,3.99,3.69,1.07,3.02,3.05,3.65,1.29,0.86,1.13,2.64,1.02,0.86,0.75,0.85,0.96,0.51
c_1,3.06,3.39,4.88,1.07,4.46,3.53,1.39,1.14,1.98,0.76,1.02,1.04,0.82,1.13,0.82,0.76
b_1,3.91,4.74,3.73,2.33,1.07,4.35,1.93,1.69,1.48,1.3,2.12,1.09,1.06,0.72,0.98,0.88
a_1,6.31,7.03,4.59,5.51,2.88,1.07,1.91,1.84,1.43,1.76,1.63,1.05,1.12,,1.46,1.42
h_1,7.62,7.55,7.39,8.03,6.05,5.5,1.38,3.08,2.26,2.06,2.01,1.8,2.19,2.0,1.54,1.93
g_1,7.31,11.27,8.16,9.32,8.54,6.54,2.27,1.38,2.6,2.78,2.21,2.15,1.64,2.12,2.29,2.19
c_0,9.49,12.08,5.26,17.14,8.28,7.2,3.11,3.2,1.61,2.94,2.9,2.47,1.86,2.7,2.44,1.88
d_0,5.81,9.21,13.4,9.4,9.58,8.02,3.64,3.33,2.75,1.6,2.75,2.8,2.55,2.06,1.82,1.88
b_0,8.32,9.07,9.43,11.33,16.39,7.48,3.53,3.68,1.63,2.36,1.61,2.09,2.05,2.73,2.07,1.74
f_0,9.25,21.99,10.75,10.11,8.64,11.48,4.89,3.06,3.05,2.86,2.85,1.75,2.78,2.24,3.02,1.4
h_0,13.03,15.56,10.88,13.56,10.16,9.34,10.71,4.7,3.91,3.77,3.98,3.05,4.74,2.97,3.59,3.34
a_0,11.21,12.26,11.1,11.24,22.4,,4.99,6.14,3.31,3.95,2.17,4.47,4.27,1.68,3.42,2.37
e_0,25.84,15.0,12.15,12.85,12.37,11.01,5.74,5.05,3.81,4.09,4.4,2.43,3.03,3.56,1.71,3.9
g_0,13.71,13.56,17.91,13.47,12.71,9.97,4.96,8.48,4.51,4.4,4.19,5.13,2.51,3.94,3.14,5.56
