,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.42,0.19,0.22,0.15,0.09,0.19,0.15,0.16,0.16,0.17,0.07,0.17,0.12,0.09,0.12
e_1,0.25,0.89,0.2,0.22,0.17,0.11,0.24,0.16,0.35,0.2,0.19,0.18,0.22,0.13,0.07,0.16
d_1,0.22,0.21,0.9,0.17,0.17,0.12,0.19,0.19,0.1,0.36,0.21,0.18,0.21,0.14,0.15,0.17
c_1,0.26,0.23,0.19,0.89,0.33,0.09,0.16,0.15,0.17,0.07,0.1,0.15,0.18,0.12,0.1,0.13
b_1,0.23,0.19,0.21,0.2,0.89,0.27,0.25,0.15,0.21,0.17,0.08,0.16,0.14,0.09,0.1,0.14
a_1,0.28,0.21,0.21,0.23,0.13,0.88,0.22,0.16,0.2,0.18,0.18,0.15,0.17,0.07,0.13,0.13
h_1,0.43,0.24,0.28,0.2,0.18,0.13,0.57,0.31,0.25,0.21,0.23,0.19,0.16,0.14,0.14,0.24
g_1,0.26,0.23,0.42,0.25,0.18,0.13,0.21,0.58,0.19,0.23,0.24,0.28,0.24,0.15,0.14,0.13
d_0,0.29,0.24,0.13,0.52,0.23,0.13,0.23,0.21,0.44,0.16,0.22,0.18,0.23,0.16,0.17,0.2
c_0,0.28,0.24,0.33,0.16,0.16,0.12,0.27,0.28,0.25,0.47,0.52,0.21,0.32,0.22,0.16,0.23
b_0,0.31,0.28,0.32,0.25,0.09,0.09,0.27,0.24,0.24,0.23,0.48,0.21,0.27,0.36,0.17,0.2
f_0,0.2,0.2,0.33,0.28,0.19,0.15,0.27,0.2,0.3,0.25,0.25,0.46,0.26,0.19,0.31,0.23
h_0,0.39,0.28,0.33,0.25,0.17,0.12,0.14,0.26,0.25,0.21,0.23,0.17,0.15,0.17,0.13,0.24
a_0,0.32,0.28,0.33,0.28,0.2,0.08,0.25,0.24,0.25,0.22,0.23,0.24,0.29,0.39,0.18,0.23
e_0,0.35,0.19,0.27,0.28,0.2,0.13,0.23,0.23,0.26,0.29,0.26,0.2,0.3,0.2,0.43,0.23
g_0,0.23,0.24,0.45,0.27,0.18,0.15,0.2,0.16,0.23,0.22,0.22,0.35,0.21,0.17,0.18,0.12
