,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.92,2.09,1.85,1.9,1.71,0.49,0.44,0.58,0.39,0.31,0.45,0.25,0.32,0.78,0.24
f_1,1.49,0.44,1.92,1.43,1.83,1.65,0.3,0.35,0.49,0.31,0.34,0.58,0.16,0.32,0.31,0.36
c_1,1.5,1.91,0.41,2.46,1.52,1.67,0.56,0.2,0.57,0.77,0.41,0.36,0.26,0.32,0.33,0.31
d_1,2.03,2.23,2.02,0.4,1.68,1.45,0.54,0.96,0.31,0.33,0.35,0.36,0.28,0.37,0.36,0.15
b_1,2.22,2.06,0.99,2.09,0.39,2.17,0.61,0.38,0.54,0.69,1.02,0.4,0.32,0.54,0.35,0.25
a_1,2.35,2.85,1.92,2.41,1.13,0.33,0.8,0.57,0.85,0.53,0.51,0.43,0.37,0.88,0.47,0.37
h_1,2.6,3.11,2.95,2.57,3.48,2.71,0.32,0.6,0.79,0.56,0.47,0.65,0.77,0.58,0.53,0.42
d_0,1.71,3.18,2.92,5.88,3.39,3.33,0.98,0.37,0.83,0.88,0.73,0.62,0.56,0.65,0.73,0.53
g_1,3.01,3.31,2.63,2.92,3.46,2.75,0.81,0.82,0.3,0.68,0.61,0.67,0.37,0.69,0.61,0.61
c_0,3.27,3.75,6.05,1.57,4.09,2.84,0.85,0.95,0.75,0.34,0.66,0.65,0.54,0.6,0.64,0.46
b_0,3.44,3.81,4.77,2.76,6.64,2.65,0.99,0.78,0.83,0.35,0.34,0.56,0.4,0.68,0.53,0.54
f_0,3.16,7.31,3.58,3.16,3.44,3.42,0.9,0.65,0.64,0.65,0.59,0.33,0.5,0.59,0.6,0.28
h_0,3.9,3.82,4.19,3.27,3.33,3.62,1.71,0.83,1.13,0.75,0.86,0.8,0.86,0.6,0.67,0.48
a_0,4.76,3.91,4.83,3.12,5.99,5.29,0.91,0.9,1.18,0.73,0.42,0.68,0.56,0.32,0.72,0.67
e_0,6.08,5.74,4.62,3.96,5.15,4.82,1.18,0.78,0.92,0.78,0.81,0.4,0.62,0.63,0.3,0.52
g_0,4.37,4.01,4.56,4.42,4.75,4.49,1.11,1.0,2.01,0.92,0.79,1.04,0.5,0.93,0.89,0.91
