,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.91,1.09,1.04,1.1,1.08,1.1,1.53,0.87,1.17,0.96,1.03,1.02,0.91,0.89
f_1,1.33,1.0,1.03,0.96,0.91,0.8,0.93,1.01,0.92,0.91,0.88,1.06,0.84,0.9,0.82,1.18
d_1,1.1,0.97,1.0,0.83,1.18,1.06,0.92,0.84,1.17,1.36,0.94,1.03,1.11,0.83,1.08,0.73
c_1,0.91,1.05,1.2,1.0,1.33,0.8,0.9,1.08,0.67,0.87,0.91,0.85,0.97,1.09,1.19,0.98
b_1,0.96,1.1,0.85,0.75,1.0,1.43,1.11,1.22,0.93,1.1,1.2,1.09,1.14,0.99,0.92,1.08
a_1,0.91,1.25,0.94,1.24,0.7,1.0,1.13,0.9,1.02,0.98,1.14,0.99,0.87,0.9,0.75,1.29
h_1,0.9,1.11,1.13,1.09,0.89,0.85,1.0,1.16,0.95,0.98,0.88,0.99,1.17,0.84,0.94,1.11
g_1,0.89,1.0,1.18,0.96,0.83,1.1,0.87,1.0,0.91,0.88,1.38,1.02,0.84,1.01,1.25,0.94
d_0,0.62,1.13,0.93,1.49,1.07,1.01,1.03,1.08,1.0,1.06,0.92,0.94,1.04,1.08,0.97,1.16
c_0,1.12,1.14,0.74,1.17,0.93,0.98,1.06,1.09,0.88,1.0,0.96,1.58,1.12,1.3,0.94,1.23
f_0,0.82,1.09,1.03,1.18,0.89,0.9,1.15,0.73,1.04,1.05,1.0,1.14,0.97,1.11,1.37,1.13
b_0,1.05,0.97,0.99,1.13,0.93,0.92,0.97,0.94,1.06,0.65,0.88,1.0,1.15,1.44,1.14,1.02
h_0,0.89,1.25,0.91,1.02,0.88,1.0,0.93,1.2,0.9,0.88,1.0,0.82,1.0,0.88,0.95,1.12
a_0,0.94,1.17,1.25,0.9,1.01,1.08,1.18,0.98,0.99,0.78,0.89,0.72,1.14,1.0,1.05,0.89
e_0,1.03,1.23,0.93,0.92,1.1,1.21,1.05,0.8,1.08,1.15,0.7,0.93,1.15,0.99,1.0,1.0
g_0,1.03,0.85,1.35,1.04,0.92,0.74,0.9,1.07,0.89,0.84,0.9,0.98,0.89,1.1,0.96,1.0
