,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.92,1.04,1.47,1.57,3.5,18.39,36.61,26.18,27.66,32.81,61.16,86.34,79.87,109.09,110.15
f_1,1.09,1.0,0.94,1.09,1.4,2.54,14.27,23.91,22.11,25.67,30.87,44.2,62.57,69.91,101.54,90.32
d_1,0.96,1.06,1.0,1.16,1.26,2.8,15.12,20.44,29.44,19.17,34.83,48.66,68.9,73.54,74.85,96.55
c_1,0.68,0.92,0.89,1.0,1.59,2.42,13.84,15.7,18.77,20.59,23.54,40.58,66.11,57.56,81.09,99.46
b_1,0.63,0.71,0.8,0.64,1.0,2.98,12.47,15.51,16.9,18.35,23.56,33.88,53.05,53.12,66.99,81.1
a_1,0.29,0.4,0.34,0.41,0.34,1.0,6.97,8.42,8.19,9.74,13.35,16.83,28.31,32.09,37.48,37.94
h_1,0.05,0.07,0.07,0.07,0.08,0.14,1.0,1.46,1.38,1.73,1.9,2.64,4.09,4.21,6.58,5.98
d_0,0.03,0.04,0.05,0.06,0.06,0.12,0.71,1.0,0.82,1.11,1.35,2.05,3.33,2.81,4.45,5.22
c_0,0.04,0.04,0.04,0.05,0.06,0.12,0.74,1.17,1.0,1.1,1.8,2.26,2.94,3.91,3.94,4.82
g_1,0.04,0.04,0.05,0.05,0.05,0.1,0.57,0.89,0.93,1.0,1.22,2.49,2.33,2.66,3.78,4.43
b_0,0.03,0.03,0.03,0.04,0.04,0.08,0.51,0.71,0.55,0.8,1.0,1.51,2.65,3.5,2.82,3.64
f_0,0.02,0.02,0.02,0.02,0.03,0.06,0.39,0.46,0.45,0.4,0.69,1.0,1.46,1.7,1.69,3.19
h_0,0.01,0.02,0.01,0.01,0.02,0.04,0.24,0.31,0.33,0.42,0.39,0.64,1.0,0.96,1.54,1.31
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.23,0.33,0.26,0.37,0.31,0.57,0.97,1.0,1.37,1.31
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.23,0.25,0.26,0.35,0.61,0.67,0.67,1.0,1.04
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.17,0.21,0.23,0.31,0.33,0.8,0.74,0.99,1.0
