,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,96.53,19.01,15.76,18.65,21.63,83.05,2112.68,2713.79,5842.97,4665.34,7471.62,,21713.16,13833.15,38540.63,81552.9
e_1,9.31,103.32,15.28,20.95,28.59,71.92,1845.43,4156.46,8286.33,3721.71,6066.4,10247.71,20716.54,18432.62,,50200.17
d_1,9.59,10.02,125.42,13.88,26.06,62.7,1773.1,4117.96,,6799.78,4817.08,9996.15,22781.6,21995.9,41405.9,56650.38
c_1,9.35,10.03,15.44,151.19,32.3,50.86,2086.18,2889.65,3306.19,,6086.04,8325.52,19472.26,15953.24,34706.81,60869.21
b_1,9.69,8.77,11.48,14.86,194.12,111.92,1601.83,3668.44,3588.89,3553.33,,6831.97,15042.09,13661.74,28541.07,49479.79
a_1,6.18,5.49,8.57,14.29,9.65,515.43,962.19,1894.59,2493.86,2759.91,3074.06,5021.42,,,,
h_1,5.79,5.61,6.6,7.52,9.88,44.25,3085.42,2015.78,2461.36,2035.85,2334.18,3512.22,,7818.07,18664.11,45611.4
g_1,4.04,3.22,6.75,6.62,9.5,30.73,652.18,5595.88,1290.04,1020.98,2260.37,5286.23,10377.13,5598.52,11155.32,
d_0,4.54,3.59,,11.82,10.57,37.0,598.66,1854.51,4590.68,1620.79,3180.65,3513.9,12269.28,7509.02,15414.81,32758.06
c_0,4.89,6.11,5.46,,8.18,27.3,704.09,1580.61,1740.85,4815.8,4374.05,3489.27,8407.88,7101.59,11519.64,31960.16
b_0,3.81,3.76,5.51,5.77,,31.81,852.31,1387.84,1462.97,1467.85,6223.98,2678.64,9560.96,13589.19,14341.28,28086.47
f_0,,3.6,4.26,5.65,9.78,29.4,750.16,1001.99,1466.17,1757.41,2326.07,8762.23,7306.63,,11333.73,23332.95
h_0,4.74,3.83,4.54,6.26,6.23,,,1320.47,1373.46,1557.85,1819.41,2405.91,,5462.0,19702.03,24012.26
a_0,3.07,3.22,3.52,5.63,7.17,,544.27,799.87,1119.43,1323.36,1194.59,,6699.65,15032.79,10602.04,
e_0,2.47,,2.46,3.5,5.22,,391.37,989.2,1025.44,1092.01,1419.06,2168.36,3717.79,4257.86,26755.29,
g_0,1.71,3.08,5.41,3.57,6.65,,328.11,,684.93,933.43,942.84,2566.26,4438.33,,,
