,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,4.13,5.85,5.81,4.51,3.83,2.5,2.45,2.58,1.85,1.89,2.2,1.77,1.75,,1.99
f_1,5.42,0.66,6.07,6.98,6.08,5.74,1.77,2.04,2.1,2.01,2.3,,1.3,1.97,1.93,1.86
c_1,4.69,5.29,0.66,7.54,6.97,5.91,2.64,1.29,3.04,,2.22,2.36,1.59,1.83,1.67,1.72
d_1,6.69,5.61,5.05,0.66,6.09,5.81,2.59,,2.12,2.44,1.7,1.64,1.97,1.96,2.05,1.09
b_1,10.0,6.72,4.1,4.89,0.63,9.06,2.7,1.98,2.36,2.01,,2.29,1.96,2.35,2.26,1.45
a_1,10.6,5.61,7.28,7.4,3.98,0.58,3.25,2.47,3.25,3.15,2.74,2.76,2.32,,1.7,1.95
h_1,4.98,6.05,5.47,4.28,5.78,4.23,0.59,1.65,2.48,1.63,1.81,2.05,,1.97,,1.74
d_0,3.01,4.51,5.44,,5.18,4.94,2.19,0.73,2.26,2.1,1.62,1.42,1.12,1.36,1.34,1.48
g_1,5.47,6.05,5.16,5.33,6.43,5.68,1.57,2.28,0.58,2.34,2.03,2.32,1.11,,2.05,
c_0,6.24,5.11,,2.89,5.38,4.62,2.03,1.77,1.8,0.71,2.38,2.05,1.39,,1.42,1.36
b_0,6.13,5.03,5.52,6.39,,3.95,3.02,1.69,1.78,0.95,0.67,1.66,1.89,,1.87,1.34
f_0,5.3,,5.03,6.14,4.97,5.5,2.15,2.03,1.83,1.68,1.86,0.66,1.36,,,1.11
h_0,4.75,4.72,4.16,4.05,3.8,3.95,,2.07,2.39,1.44,1.45,1.65,,1.48,1.38,1.23
a_0,6.56,7.03,6.36,6.08,5.57,,2.88,1.99,,,,,1.66,0.61,,1.63
e_0,,7.62,5.86,6.12,4.99,6.55,,2.45,2.92,2.54,1.99,,1.86,,0.61,1.61
g_0,4.61,5.94,5.49,6.09,4.75,4.24,1.73,2.09,,1.86,2.26,1.91,1.36,1.87,1.39,
