,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.69,3.3,3.62,2.89,2.69,0.86,0.66,1.01,0.63,0.6,0.8,0.42,0.6,0.99,0.48
f_1,2.78,1.1,3.2,3.02,3.3,2.77,0.64,0.63,0.93,0.55,0.67,0.87,0.31,0.52,0.52,0.54
c_1,2.35,3.09,1.11,4.19,3.26,3.07,1.03,0.38,0.91,0.95,0.58,0.62,0.47,0.6,0.57,0.52
d_1,3.66,3.76,3.21,1.09,3.1,3.0,0.8,1.25,0.65,0.57,0.62,0.59,0.45,0.57,0.58,0.27
b_1,4.13,4.8,2.09,3.69,1.12,3.89,1.34,0.78,1.26,1.06,1.52,0.73,0.63,0.95,0.75,0.54
a_1,6.49,6.05,6.19,5.05,2.66,1.13,1.8,1.28,1.51,1.08,1.3,1.05,0.87,1.48,0.86,0.87
h_1,12.66,13.42,13.83,11.18,14.01,12.89,1.6,2.68,3.41,2.36,2.48,2.39,2.42,2.1,2.12,1.97
d_0,8.72,12.42,14.0,21.15,16.43,16.66,4.79,2.01,4.7,3.05,2.55,2.95,2.42,2.34,3.31,2.66
g_1,14.39,15.58,16.03,12.35,15.12,12.73,2.92,3.76,1.63,2.44,3.23,2.8,1.68,3.09,2.98,2.63
c_0,19.16,17.71,28.12,9.15,17.97,14.64,4.73,5.15,4.0,2.07,3.45,3.53,2.72,2.98,3.8,2.33
b_0,15.6,17.36,24.68,13.72,27.22,14.13,4.82,3.47,4.91,1.89,2.03,3.15,2.66,2.98,3.31,2.11
f_0,16.58,26.43,18.25,15.81,19.44,17.66,5.46,4.17,3.27,3.97,4.11,2.09,2.74,3.17,3.48,1.78
h_0,21.49,22.66,22.28,20.76,20.86,16.39,8.34,5.07,5.96,4.0,4.87,4.16,4.51,3.76,3.85,3.02
a_0,25.32,27.69,29.08,25.35,35.28,29.27,7.65,4.96,8.46,5.1,3.02,5.27,4.2,2.6,4.73,3.14
e_0,37.72,37.92,29.83,26.15,24.64,23.55,10.6,5.31,6.82,5.43,4.66,2.79,4.61,4.55,2.45,3.05
g_0,31.87,35.24,30.63,27.67,34.43,26.61,6.75,7.08,10.44,6.13,5.78,5.55,3.36,5.41,4.94,5.22
