,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.26,0.65,0.51,0.62,0.52,0.4,1.12,1.0,2.31,1.05,1.15,1.12,1.6,1.16,0.64,1.01
f_1,1.08,2.28,0.53,0.52,0.48,0.32,0.96,0.82,1.12,0.89,0.51,0.93,1.28,0.69,0.68,1.27
d_1,0.62,0.58,2.41,0.43,0.48,0.45,0.94,1.08,0.65,2.3,1.26,1.3,1.57,0.95,1.07,1.35
c_1,0.51,0.64,0.54,2.51,0.95,0.34,0.96,0.8,1.12,0.46,1.04,0.79,1.56,0.99,1.04,1.32
b_1,0.54,0.62,0.49,0.57,2.6,0.81,1.19,1.03,1.16,1.25,1.14,0.58,1.31,0.88,0.9,1.34
a_1,0.51,0.69,0.59,0.64,0.53,3.19,1.19,0.68,1.08,1.1,1.01,1.18,1.29,0.51,0.82,1.42
h_1,0.69,0.95,0.72,0.65,0.56,0.42,3.06,1.66,1.28,1.33,1.49,1.27,1.02,1.17,1.22,1.99
g_1,0.63,0.61,1.14,0.53,0.54,0.5,1.32,3.29,1.17,1.37,2.36,1.3,1.69,1.38,1.58,1.01
d_0,0.61,0.71,0.47,1.28,0.67,0.53,1.27,1.09,2.5,1.21,1.35,1.3,1.61,1.38,1.25,1.74
c_0,0.81,0.72,0.77,0.39,0.5,0.53,1.34,1.15,1.51,2.82,1.74,3.0,1.86,1.46,1.29,2.06
f_0,0.6,0.47,0.78,0.81,0.62,0.59,1.45,1.27,1.46,1.51,2.96,1.66,1.92,1.51,2.66,1.97
b_0,0.77,0.71,0.83,0.7,0.41,0.38,1.22,1.29,1.41,1.15,1.56,2.93,2.16,2.71,1.38,2.0
h_0,0.65,1.0,0.74,0.7,0.57,0.49,0.78,1.44,1.53,1.22,1.44,1.26,1.21,1.07,1.25,2.15
a_0,0.71,0.78,0.88,0.64,0.58,0.4,1.4,1.2,1.48,1.33,1.48,1.29,2.16,3.03,1.54,1.78
e_0,0.49,0.91,0.75,0.63,0.69,0.42,1.56,1.04,1.6,1.71,1.32,1.51,1.84,1.43,3.07,1.96
g_0,0.59,0.59,1.25,0.74,0.54,0.42,1.25,1.0,1.16,1.43,1.73,1.44,1.7,1.3,1.18,1.22
