,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.72,1.11,1.3,1.26,1.09,0.38,0.41,0.27,0.25,0.23,0.31,0.17,0.22,0.35,0.16
f_1,1.11,0.43,1.09,1.27,1.19,1.04,0.25,0.34,0.25,0.2,0.22,0.31,0.12,0.21,0.18,0.18
d_1,1.48,1.47,0.4,1.25,1.11,1.09,0.33,0.21,0.47,0.23,0.24,0.2,0.18,0.23,0.25,0.11
c_1,1.03,1.21,1.73,0.4,1.02,1.2,0.37,0.35,0.15,0.35,0.26,0.3,0.18,0.3,0.27,0.19
b_1,1.26,1.32,1.66,0.71,0.39,1.25,0.4,0.49,0.24,0.35,0.46,0.31,0.18,0.31,0.24,0.22
a_1,1.6,2.14,1.75,1.77,0.82,0.31,0.45,0.53,0.41,0.41,0.41,0.34,0.32,0.57,0.31,0.26
h_1,2.06,2.34,1.95,2.11,2.17,1.87,0.3,0.65,0.41,0.39,0.42,0.43,0.4,0.46,0.36,0.3
g_1,2.57,2.89,2.18,2.39,2.07,2.44,0.49,0.27,0.53,0.46,0.45,0.45,0.27,0.44,0.49,0.38
d_0,1.46,2.37,3.78,2.57,2.56,2.23,0.88,0.83,0.34,0.53,0.55,0.55,0.33,0.69,0.5,0.39
c_0,2.66,2.75,1.34,4.6,2.72,2.34,0.74,0.66,0.81,0.33,0.54,0.52,0.36,0.5,0.48,0.37
b_0,2.48,2.74,2.05,3.21,3.49,2.57,0.73,0.69,0.57,0.29,0.32,0.49,0.4,0.58,0.42,0.4
f_0,2.87,3.68,2.25,2.49,2.62,1.98,0.7,0.46,0.58,0.56,0.71,0.3,0.38,0.6,0.51,0.25
h_0,2.92,2.9,2.8,3.12,3.23,2.39,1.17,0.83,0.64,0.55,0.59,0.53,0.6,0.53,0.48,0.44
a_0,3.17,3.55,2.56,3.16,3.62,5.06,0.92,0.91,0.68,0.52,0.32,0.56,0.54,0.27,0.54,0.4
e_0,4.29,6.35,2.97,2.52,3.02,3.05,0.83,0.77,0.66,0.57,0.71,0.34,0.47,0.5,0.29,0.41
g_0,3.47,3.14,3.37,3.71,3.52,2.69,0.78,1.18,0.75,0.72,0.7,0.56,0.34,0.62,0.65,0.57
