,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,8579.76,7509.03,5891.14,6415.93,11238.86,35454.78,5283977.06,18694860.47,14522565.55,24020312.85,32478360.91,44689774.27,148046700.69,131387488.11,188545787.04,404469746.5
e_1,3664.17,12101.28,7927.96,6544.15,10938.64,48432.25,5179001.77,32172063.46,17074935.82,22739970.4,33259876.1,74610398.82,167101761.31,115281590.03,200289769.75,369868054.25
c_1,3201.63,4267.93,18439.25,7282.68,22734.06,45215.02,4735367.66,16840833.09,15430126.32,12683982.51,26008633.87,59829357.68,160475416.56,123861452.02,175675459.02,382093979.71
d_1,3405.15,4454.42,5101.26,23472.87,11159.07,53344.06,5056988.42,12449689.63,19880956.75,41192361.13,40278927.51,60178568.66,187416960.36,134136378.81,218617380.49,387328971.2
b_1,3368.48,3758.86,6253.33,8300.84,42195.06,93299.75,5411769.37,14841199.57,16111447.83,20225252.1,19089064.09,66904103.05,165541604.69,94381567.24,216218974.91,420432602.34
a_1,3383.36,3881.26,6871.59,8660.56,11195.08,233065.07,6007534.58,18391056.44,19254554.4,21937305.83,32015753.38,74773022.88,171793017.1,75979523.27,298706030.61,371988144.7
h_1,4872.5,4676.98,6799.34,8703.72,12682.64,45337.33,10637499.19,18358282.27,23265101.09,23973201.1,37825398.54,63996093.63,132680762.88,140361040.33,290076734.12,531334138.11
d_0,3622.78,4295.17,12592.22,5754.88,13369.38,50221.96,4890865.13,30538792.25,19742894.55,19621856.44,40430536.9,70680130.08,206436030.97,148911770.38,310269088.6,415152462.94
g_1,3574.76,4358.52,6931.33,12224.1,13513.73,46252.45,5388183.59,15895585.87,46858135.79,23516722.43,35082817.75,108320814.18,196753814.83,150071745.22,317311424.96,323139349.25
c_0,3917.24,4766.39,5282.61,9376.77,10807.13,45042.86,6121816.65,20818089.88,21271376.71,43878362.24,74850362.85,73774421.49,215915978.3,213945198.63,330286449.16,472130911.57
b_0,3942.84,5040.67,8073.73,8387.28,9964.24,38261.19,6066800.08,22303754.0,18881511.71,24421313.3,64341993.12,78768432.17,218051273.03,309458209.88,322872544.99,433634584.55
f_0,2962.44,4180.41,7713.38,9147.69,15630.99,49713.52,6132359.05,22247238.2,20928285.73,23033535.26,36564238.67,146126622.08,251291032.31,182137664.67,669580496.2,391112346.94
h_0,5175.21,5323.36,6063.42,9245.43,12299.68,46385.54,4286925.69,17778949.13,26011965.33,21419959.7,37572990.2,70345153.16,131118644.64,128662375.43,297846155.65,536370480.66
a_0,4017.97,5609.62,7688.77,8948.85,13235.11,35011.66,5320831.3,21245807.46,19839201.35,28194574.53,28925912.58,70926402.31,214769107.52,315145360.2,303119069.23,489805693.28
e_0,3447.21,3352.36,7957.4,10626.42,14488.11,52934.4,5845420.3,16298572.55,24692521.63,28400592.29,42122363.82,67409218.62,214523843.98,151009119.25,592751086.41,431459300.12
g_0,3358.04,4379.06,7242.35,13523.51,14900.86,49604.5,5341575.28,18777241.79,14778307.03,23889084.61,33546483.28,110714489.47,177446737.72,126605148.9,355129531.54,333406739.88
