,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.39,0.69,0.72,0.8,0.73,0.88,1.59,1.45,2.65,1.36,1.97,1.6,1.88,1.96,1.19,2.14
f_1,1.12,2.41,0.72,0.81,0.65,0.76,1.37,1.47,1.69,1.74,0.66,1.64,2.0,1.41,1.41,2.34
d_1,0.74,0.81,2.49,0.68,0.75,0.63,1.64,1.48,0.83,2.79,1.42,2.26,2.17,1.92,1.63,1.94
c_1,0.74,0.75,0.72,2.56,1.39,0.56,1.43,1.64,1.34,0.73,1.74,1.38,1.98,1.57,1.74,1.84
b_1,0.78,0.81,0.7,0.57,2.77,1.39,1.39,1.68,1.77,1.73,1.83,0.63,2.19,1.64,1.58,2.14
a_1,0.7,0.7,0.86,1.04,0.62,3.29,1.54,1.2,2.04,1.86,1.85,1.65,2.16,0.81,1.85,2.25
h_1,0.9,1.32,1.08,1.02,1.04,0.75,3.97,2.61,1.93,1.78,2.3,2.13,1.78,2.41,2.21,2.77
g_1,1.05,0.84,1.39,0.92,0.92,1.06,1.6,4.22,2.31,2.32,3.05,2.04,2.28,2.95,2.83,2.06
d_0,0.87,1.1,0.54,1.86,1.0,0.91,2.09,1.31,3.63,1.7,1.93,1.95,3.32,2.34,2.33,2.54
c_0,1.15,1.16,1.06,0.67,0.67,1.14,2.25,1.78,2.58,3.82,2.65,3.73,2.87,2.03,2.46,3.53
f_0,0.87,0.7,1.35,1.11,1.04,1.0,1.87,1.96,2.36,1.93,4.13,2.67,2.85,2.05,4.72,2.43
b_0,1.03,1.33,0.92,1.07,0.65,0.9,2.07,1.95,2.27,1.9,2.12,4.14,3.38,3.93,1.86,2.98
h_0,1.01,1.29,1.19,1.07,1.01,0.8,0.86,2.33,1.62,2.09,1.97,1.85,1.82,1.91,1.84,3.28
a_0,0.97,1.17,1.16,1.16,1.01,,2.05,1.52,2.22,2.46,2.55,2.17,3.41,4.61,2.53,1.96
e_0,0.4,1.37,1.18,1.08,1.22,0.72,2.4,1.97,2.16,2.6,1.81,2.83,2.99,1.97,4.95,2.94
g_0,0.95,0.77,1.6,1.04,0.8,0.95,2.22,1.31,2.0,1.7,3.41,2.15,2.77,2.57,2.58,1.75
