,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,5.43,9.28,8.3,8.49,7.37,3.04,4.26,3.64,2.48,2.8,2.58,2.0,2.63,,1.86
f_1,11.63,1.07,6.73,8.73,10.49,10.3,2.37,3.34,3.65,2.73,2.48,,1.41,2.37,2.52,2.15
d_1,12.06,10.97,1.07,12.15,8.29,8.27,4.53,,2.4,2.85,2.41,3.28,2.25,1.93,2.87,1.37
c_1,11.04,11.78,12.12,1.07,9.01,8.19,4.31,1.82,4.37,,3.93,2.92,1.99,3.67,2.48,2.01
b_1,14.09,10.61,14.21,6.74,1.07,14.61,2.93,2.91,4.21,5.16,,2.68,2.27,3.39,,1.92
a_1,15.65,11.96,13.01,15.95,8.04,1.07,5.62,4.12,5.38,3.5,5.14,3.54,4.23,,,3.27
h_1,14.35,16.12,11.12,12.96,19.86,11.25,1.41,4.73,4.29,3.61,4.29,3.72,,3.06,3.94,3.71
d_0,7.81,15.23,,14.4,16.14,14.69,4.72,1.68,5.0,3.43,4.03,3.96,2.99,3.44,3.15,3.3
g_1,18.18,16.49,19.1,17.64,14.28,12.13,6.39,5.91,1.41,5.63,3.7,4.9,3.03,5.75,4.09,
c_0,14.18,13.65,12.03,,14.07,18.35,7.4,5.87,4.82,1.71,5.67,3.88,3.45,4.31,2.92,2.61
b_0,18.39,19.23,16.53,16.19,,11.94,5.51,4.46,7.99,3.03,1.71,5.83,3.84,4.04,5.11,3.33
f_0,18.47,,15.25,18.39,13.61,16.06,7.57,5.47,4.22,4.77,4.44,1.72,4.34,4.04,4.74,3.28
h_0,14.77,19.15,16.58,16.76,14.11,10.6,,4.69,5.64,6.5,4.73,4.18,,3.49,3.27,5.6
a_0,18.35,27.68,26.57,19.35,21.21,,9.79,6.32,5.89,6.25,4.25,6.8,5.64,1.73,,4.44
e_0,,22.6,17.11,19.4,,,7.43,6.19,8.5,9.16,6.82,3.81,6.0,,1.82,4.52
g_0,26.36,20.17,23.06,18.26,17.25,15.87,5.03,5.56,,5.7,4.63,7.28,3.16,6.32,4.17,
