,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.49,0.28,0.14,0.18,0.15,0.14,0.17,0.22,0.18,0.16,0.2,,0.17,0.18,0.2,0.19
e_1,0.15,1.5,0.15,0.18,0.15,0.12,0.22,0.3,0.18,0.21,0.16,0.21,0.18,0.15,0.22,
d_1,0.2,0.16,1.52,0.15,0.17,0.16,0.2,,0.13,0.33,0.19,0.15,0.26,0.15,0.16,0.15
c_1,0.17,0.13,0.17,1.54,0.24,0.16,0.19,0.17,0.23,,0.15,0.23,0.27,0.18,0.18,
b_1,0.16,0.16,0.18,0.18,1.6,,0.23,0.22,0.2,0.19,,0.2,0.19,,0.23,0.17
a_1,0.18,0.21,0.16,0.16,,1.76,0.22,0.27,0.22,0.26,0.21,0.18,0.27,,0.18,
h_1,0.57,0.35,0.38,0.39,0.33,0.31,1.59,0.49,0.49,0.45,0.35,0.32,,0.39,0.57,0.4
d_0,0.5,0.53,,0.74,0.33,0.27,0.67,1.4,0.51,0.59,0.44,0.42,0.69,0.38,0.57,0.33
g_1,0.42,0.27,0.65,0.29,0.37,0.27,0.49,0.39,1.73,0.43,0.55,0.81,0.48,,,
c_0,0.48,0.48,0.44,,0.38,0.32,0.57,0.5,0.47,1.43,0.92,0.51,0.58,0.55,0.53,0.44
b_0,0.35,0.5,0.45,0.48,,0.37,0.72,0.72,0.46,0.44,1.46,0.55,0.56,0.86,0.57,0.47
f_0,,0.46,0.56,0.39,0.46,0.38,0.65,0.67,0.4,0.74,0.62,1.43,0.79,0.53,0.38,0.69
h_0,0.88,0.7,0.55,0.53,0.62,0.38,,0.54,0.77,0.73,0.73,0.46,,0.51,1.04,0.53
a_0,0.43,0.48,0.42,0.43,,,0.55,0.72,,0.57,0.45,0.63,0.74,1.62,0.68,
g_0,0.53,0.51,0.9,0.84,0.61,0.5,0.55,0.64,,0.74,0.61,1.04,0.75,0.48,,
e_0,0.46,,0.58,,0.48,,0.82,0.7,,0.48,0.74,0.49,0.65,,,1.69
