,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.95,0.44,0.69,0.41,0.35,0.27,0.25,0.24,0.26,0.26,0.22,0.15,0.24,0.18,0.15,0.19
d_1,0.54,0.95,0.47,0.39,0.35,0.28,0.31,0.25,0.45,0.19,0.33,0.23,0.27,0.22,0.21,0.19
e_1,0.49,0.41,0.95,0.5,0.39,0.29,0.31,0.29,0.3,0.46,0.3,0.26,0.3,0.21,0.17,0.29
c_1,0.5,0.47,0.41,0.94,0.67,0.32,0.27,0.26,0.18,0.25,0.22,0.27,0.28,0.2,0.2,0.27
b_1,0.54,0.56,0.47,0.39,0.94,0.54,0.36,0.25,0.31,0.33,0.15,0.27,0.28,0.22,0.21,0.25
a_1,0.61,0.62,0.53,0.52,0.36,0.94,0.35,0.38,0.32,0.29,0.35,0.33,0.39,0.18,0.24,0.25
h_1,1.02,0.79,0.65,0.76,0.54,0.41,0.77,0.55,0.39,0.38,0.34,0.37,0.38,0.28,0.31,0.43
g_1,0.74,1.08,0.69,0.77,0.6,0.41,0.48,0.76,0.44,0.38,0.38,0.54,0.4,0.39,0.33,0.31
c_0,0.95,0.73,0.76,0.65,0.52,0.55,0.58,0.48,0.68,0.46,0.75,0.4,0.51,0.41,0.35,0.41
d_0,0.89,0.59,0.66,1.24,0.66,0.5,0.53,0.47,0.33,0.66,0.4,0.45,0.46,0.33,0.34,0.38
b_0,0.93,0.75,0.82,0.83,0.66,0.44,0.6,0.54,0.43,0.52,0.66,0.39,0.47,0.64,0.36,0.41
f_0,0.78,0.99,0.73,0.83,0.66,0.51,0.63,0.45,0.54,0.42,0.53,0.66,0.6,0.4,0.63,0.38
h_0,1.18,0.93,0.83,0.78,0.72,0.49,0.44,0.62,0.45,0.47,0.5,0.41,0.42,0.34,0.38,0.53
a_0,1.06,0.89,0.89,0.8,0.74,0.41,0.71,0.47,0.57,0.54,0.44,0.51,0.63,0.64,0.43,0.47
e_0,1.14,0.98,0.62,0.94,0.8,0.55,0.66,0.53,0.56,0.48,0.54,0.43,0.5,0.35,0.65,0.42
g_0,0.93,1.43,0.62,0.73,0.74,0.6,0.6,0.43,0.59,0.44,0.52,0.66,0.5,0.43,0.42,0.36
