,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.12,2.9,4.7,6.43,6.19,4.88,1.62,1.13,1.62,1.11,1.07,1.36,0.74,1.08,0.79,3.2
f_1,5.25,1.13,4.67,5.14,5.7,4.27,1.15,1.04,1.68,0.95,1.17,1.94,0.57,0.99,1.0,1.01
d_1,5.33,5.33,1.12,6.51,5.64,6.5,1.57,3.22,0.94,1.11,1.06,1.17,0.74,1.05,0.48,0.99
c_1,5.09,6.6,7.71,1.13,5.53,5.19,1.93,0.63,1.81,2.41,1.27,1.03,0.86,1.1,0.89,0.81
b_1,7.66,7.94,7.83,3.26,1.14,6.9,2.58,1.5,2.07,2.39,3.93,1.59,1.05,1.51,1.08,1.63
a_1,9.11,12.97,10.88,10.56,4.21,1.14,2.19,2.05,4.95,2.0,2.06,1.8,1.77,6.33,1.43,1.56
h_1,18.62,20.27,18.62,17.47,17.74,17.54,1.77,3.96,5.74,3.34,3.71,3.66,5.41,3.97,3.22,4.08
d_0,13.11,21.77,57.75,19.18,22.91,23.66,6.46,2.4,7.03,5.78,4.56,4.56,3.31,4.75,3.88,5.0
g_1,26.79,24.16,17.65,25.42,26.69,24.82,4.99,5.75,1.75,4.4,5.34,4.32,2.4,4.1,5.67,4.38
c_0,23.57,23.83,11.67,44.67,24.54,29.07,6.67,7.74,6.23,2.24,5.34,5.53,3.53,4.63,4.2,5.46
b_0,23.72,21.64,23.66,29.78,49.98,30.83,6.67,5.96,6.88,2.82,2.25,4.96,3.05,3.97,3.64,4.18
f_0,24.99,56.89,24.34,26.96,23.3,25.44,6.84,5.26,4.95,4.79,4.98,2.25,3.62,4.4,2.18,4.49
h_0,32.67,29.89,33.08,35.53,41.03,31.8,16.2,6.53,9.08,6.36,6.45,6.93,9.49,5.47,5.41,6.7
a_0,47.14,41.01,33.4,37.23,50.91,88.48,13.23,7.74,11.89,6.9,4.43,7.88,6.78,2.69,6.26,9.86
g_0,36.16,43.54,40.08,42.84,51.87,35.7,7.35,8.63,24.22,7.38,7.06,6.93,4.8,9.02,8.11,9.86
e_0,76.0,55.11,43.13,38.13,31.6,39.13,9.02,7.83,10.55,7.05,7.06,4.26,5.85,8.02,4.35,2.63
