,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.87,1.11,1.31,1.34,1.52,0.75,0.79,0.86,0.61,0.59,0.66,0.53,0.56,1.11,0.44
f_1,1.49,0.42,1.22,1.32,1.34,1.16,0.52,0.69,0.61,0.5,0.62,1.04,0.36,0.58,0.47,0.67
d_1,1.64,1.48,0.39,1.17,1.13,1.09,0.69,0.44,1.28,0.66,0.58,0.55,0.63,0.49,0.58,0.38
c_1,1.12,1.32,1.72,0.39,1.26,1.24,0.7,0.63,0.34,0.95,0.6,0.63,0.47,0.61,0.63,0.46
b_1,1.28,1.26,1.55,0.85,0.37,1.72,0.73,0.93,0.53,0.71,0.83,0.54,0.46,0.6,0.59,0.47
a_1,1.13,1.47,1.41,1.78,0.8,0.29,0.67,0.7,0.56,0.76,0.66,0.64,0.64,0.89,0.44,0.55
h_1,0.91,1.12,0.87,0.92,1.02,0.86,0.26,0.54,0.37,0.36,0.41,0.47,0.57,0.48,0.41,0.43
g_1,0.96,1.14,1.16,1.06,0.86,0.93,0.45,0.23,0.37,0.36,0.35,0.4,0.28,0.38,0.49,0.43
d_0,0.5,0.94,1.91,1.4,1.07,1.04,0.66,0.63,0.27,0.4,0.47,0.44,0.35,0.72,0.43,0.37
c_0,0.95,1.11,0.55,2.48,1.13,0.89,0.58,0.57,0.54,0.27,0.56,0.47,0.41,0.47,0.45,0.42
b_0,0.94,0.89,0.87,1.1,1.92,1.05,0.54,0.62,0.43,0.25,0.25,0.36,0.37,0.58,0.37,0.39
f_0,0.95,1.81,0.92,0.8,1.06,0.7,0.5,0.41,0.48,0.42,0.5,0.24,0.41,0.46,0.54,0.28
h_0,0.85,1.03,0.86,1.1,1.05,0.76,0.9,0.62,0.44,0.35,0.39,0.35,0.56,0.4,0.32,0.44
a_0,1.0,1.0,0.82,1.02,1.28,,0.48,0.56,0.39,0.38,0.22,0.49,0.41,0.21,0.48,0.3
e_0,1.37,1.4,0.85,0.8,0.81,1.17,0.5,0.49,0.46,0.36,0.46,0.27,0.39,0.33,0.21,0.34
g_0,1.02,0.76,1.08,1.07,1.07,0.8,0.44,0.93,0.46,0.43,0.45,0.43,0.27,0.44,0.44,0.53
