,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.15,51.47,89.86,103.28,79.34,95.58,24.72,21.76,16.24,16.44,23.79,15.46,8.71,17.21,,11.35
f_1,77.2,1.15,85.26,76.79,86.78,64.86,18.94,23.93,17.08,19.42,,18.66,8.06,18.77,13.07,12.57
d_1,135.11,84.23,1.15,90.76,154.28,86.48,22.82,16.32,,18.85,21.96,19.32,14.23,13.77,25.27,6.77
c_1,126.1,105.89,127.88,1.15,115.71,78.96,22.25,47.87,11.1,,17.3,21.64,11.86,25.81,34.45,13.54
b_1,94.57,112.3,103.91,63.72,1.15,113.5,30.69,42.24,18.0,22.1,40.79,,17.79,27.53,21.06,18.53
a_1,164.48,218.0,184.72,187.19,106.81,1.15,44.5,,35.05,32.05,,31.82,,,,29.33
h_1,94.57,86.19,87.5,119.8,77.14,100.89,2.0,29.92,17.08,20.68,15.03,21.64,,18.77,12.63,9.78
g_1,114.64,109.0,103.91,149.75,111.08,,20.23,2.0,27.75,20.03,33.59,24.59,13.77,21.74,23.69,
d_0,42.51,112.3,,106.96,89.58,95.58,24.05,32.64,3.11,26.71,16.31,15.91,10.95,21.74,19.95,15.3
c_0,126.1,112.3,48.19,,75.05,78.96,24.05,34.19,18.5,2.91,21.15,21.64,15.25,34.42,18.05,16.0
f_0,108.09,,133.0,96.61,111.08,,37.08,14.36,19.59,20.03,2.91,23.52,13.77,21.74,29.15,16.76
b_0,135.11,115.81,127.88,142.62,,121.07,49.44,25.64,26.64,12.33,16.31,2.97,15.25,22.94,25.27,19.56
h_0,102.24,88.24,83.12,85.57,89.58,,,27.62,17.08,18.85,19.69,18.66,,14.75,18.95,13.04
a_0,145.5,185.3,184.72,115.19,198.36,,68.46,51.29,35.05,33.74,25.95,18.03,25.12,3.04,22.29,16.0
e_0,,168.45,207.81,149.75,185.13,,38.7,35.9,39.18,49.31,14.64,30.06,35.58,22.94,3.08,23.47
g_0,236.44,100.16,127.88,99.83,132.24,95.58,23.42,,28.96,22.1,19.03,28.47,13.77,29.5,21.06,
