,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.98,1.61,1.46,1.34,1.05,0.68,0.62,0.7,0.52,0.51,0.61,0.44,0.46,0.94,0.46
f_1,1.38,0.66,1.45,1.37,1.44,1.28,0.46,0.49,0.66,0.44,0.53,0.69,0.33,0.41,0.41,0.45
c_1,1.09,1.38,0.65,1.76,1.65,1.32,0.73,0.34,0.68,0.71,0.47,0.49,0.41,0.48,0.4,0.44
d_1,1.57,1.59,1.35,0.65,1.43,1.34,0.59,1.0,0.46,0.53,0.5,0.47,0.44,0.46,0.46,0.28
b_1,1.82,1.67,0.96,1.38,0.63,1.87,0.73,0.55,0.72,0.63,0.86,0.53,0.49,0.59,0.5,0.38
a_1,2.26,1.74,2.19,1.79,0.96,0.58,0.93,0.7,0.84,0.65,0.72,0.59,0.64,1.15,0.49,0.51
h_1,2.23,2.61,2.29,2.03,2.28,1.99,0.56,0.8,1.06,0.72,0.77,0.83,0.76,0.7,0.64,0.73
d_0,1.56,2.47,2.63,2.99,2.39,2.45,1.16,0.64,1.02,0.84,0.81,0.83,0.7,0.65,0.89,0.81
g_1,2.37,2.32,2.44,2.38,2.41,2.09,0.76,1.01,0.54,0.8,0.87,0.94,0.55,0.85,0.87,0.95
c_0,2.73,2.62,4.48,1.52,2.45,2.05,1.14,1.17,0.99,0.62,1.13,0.95,0.78,0.74,1.0,0.81
b_0,2.31,2.75,3.05,2.37,3.42,2.06,1.21,0.87,1.01,0.54,0.6,0.83,0.78,1.03,0.99,0.65
f_0,2.32,3.56,2.44,2.4,2.72,2.48,1.2,1.0,0.77,0.91,0.93,0.6,0.71,0.84,1.1,0.58
h_0,2.59,3.02,2.64,2.65,2.37,2.03,1.6,1.02,1.27,0.89,0.94,0.95,1.0,0.81,0.89,0.81
a_0,3.06,3.69,2.92,2.61,3.28,3.48,1.36,1.02,1.31,1.1,0.65,1.07,0.88,0.58,0.95,0.75
e_0,3.95,4.41,3.15,2.88,2.74,2.88,1.6,0.96,1.28,0.91,0.8,0.6,0.97,0.95,0.57,0.82
g_0,2.99,3.38,3.08,3.33,3.38,2.58,1.05,1.23,1.57,1.08,1.12,1.0,0.71,1.06,0.85,1.06
