,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.2,1.51,1.87,1.72,1.37,0.7,0.69,0.63,0.5,0.46,0.57,0.4,0.42,0.52,0.35
f_1,1.88,1.05,1.53,1.78,1.66,1.24,0.51,0.59,0.52,0.43,0.45,0.52,0.31,0.39,0.31,0.39
d_1,2.2,2.22,1.05,1.7,1.55,1.44,0.68,0.47,0.77,0.61,0.54,0.45,0.43,0.49,0.49,0.28
c_1,1.63,1.85,2.37,1.05,1.83,1.55,0.74,0.66,0.38,0.59,0.52,0.61,0.42,0.55,0.54,0.42
b_1,1.97,2.07,2.47,1.33,1.06,2.02,0.81,0.92,0.54,0.71,0.78,0.66,0.44,0.56,0.49,0.49
a_1,2.89,3.62,3.01,2.98,1.66,1.06,1.1,1.09,0.99,1.01,0.97,0.84,0.84,0.98,0.71,0.69
h_1,4.59,5.53,4.44,4.53,4.44,3.69,1.27,1.93,1.26,1.26,1.31,1.33,1.2,1.3,1.09,1.05
g_1,5.65,6.6,5.9,5.53,4.53,4.83,1.65,1.27,1.67,1.58,1.55,1.69,1.04,1.37,1.56,1.23
d_0,3.96,5.75,7.04,6.73,5.97,4.47,2.7,2.39,1.43,1.58,1.78,1.73,1.22,1.93,1.48,1.34
c_0,6.4,6.92,3.75,8.79,5.74,4.73,2.44,2.06,2.44,1.43,2.07,1.7,1.39,1.67,1.56,1.32
b_0,6.5,7.02,5.35,7.29,6.82,5.33,2.45,2.25,2.01,1.2,1.44,1.61,1.53,2.18,1.37,1.47
f_0,6.74,8.23,6.23,6.02,6.28,4.65,2.44,1.67,2.04,2.07,2.42,1.42,1.55,1.94,1.99,1.1
h_0,7.96,8.47,7.56,7.98,8.07,5.39,3.52,2.98,2.47,2.15,2.17,2.0,2.12,1.76,1.69,1.85
a_0,8.87,9.87,7.38,8.09,8.56,9.38,3.2,3.12,2.47,2.17,1.45,2.11,2.29,1.45,1.99,1.68
e_0,10.48,15.92,8.35,7.2,8.53,7.55,3.29,2.86,2.62,2.39,2.86,1.54,2.19,1.97,1.55,1.76
g_0,9.73,8.97,10.33,9.91,8.98,6.74,3.09,3.82,2.91,2.81,2.74,2.53,1.62,2.37,2.45,2.19
