,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,6.05,2.29,2.81,1.76,2.17,1.89,7.18,17.8,9.4,7.35,11.74,11.52,12.66,16.04,8.47,16.31
f_1,3.68,6.26,2.27,1.75,1.98,2.1,7.49,10.65,9.8,6.8,10.44,5.73,10.83,15.7,6.87,14.97
c_1,2.04,2.05,6.53,2.21,4.03,2.16,8.26,9.03,5.93,8.21,7.8,9.45,9.46,14.09,11.8,13.74
d_1,1.94,2.68,1.78,6.83,2.18,1.98,8.99,6.28,18.28,9.58,11.54,10.56,11.89,15.49,10.07,16.51
b_1,2.11,2.12,2.19,2.35,7.37,4.38,8.96,10.18,9.3,6.66,6.49,9.91,8.22,14.83,10.33,16.95
a_1,1.98,2.31,2.32,2.51,2.2,11.02,8.59,8.53,11.43,8.48,11.02,11.03,6.62,20.0,13.76,18.15
h_1,2.22,2.95,2.14,3.08,2.18,2.45,17.43,8.82,11.29,12.38,11.3,10.1,11.25,12.4,13.33,24.19
d_0,2.36,2.43,4.44,1.51,2.58,2.15,8.47,17.21,8.3,8.82,12.31,11.1,12.87,18.74,13.79,15.39
c_0,2.31,2.49,2.1,2.81,2.04,2.41,9.75,11.34,18.47,10.53,22.66,13.63,15.95,18.45,14.96,21.55
g_1,2.03,2.36,2.39,3.92,2.14,2.07,8.85,8.92,12.15,21.55,12.32,17.2,11.4,19.01,14.54,12.05
b_0,2.3,2.49,2.53,3.03,1.73,2.67,9.86,10.74,11.36,11.11,19.37,11.93,24.04,17.29,14.12,18.58
f_0,2.13,1.81,2.6,2.81,2.5,2.34,9.84,12.47,13.0,8.96,15.29,22.51,13.73,18.24,30.47,17.45
a_0,2.58,2.79,2.98,2.35,2.26,1.37,9.55,12.95,11.33,10.71,12.75,11.77,25.96,18.48,13.68,18.78
h_0,2.24,3.5,2.61,2.62,2.04,2.68,6.51,10.54,10.0,12.41,12.79,12.3,11.29,13.91,13.53,22.39
e_0,1.39,2.3,3.39,2.85,2.93,2.66,9.22,11.55,8.88,9.38,12.32,12.19,11.82,21.85,31.35,18.95
g_0,2.26,2.03,2.37,3.96,2.41,2.72,9.68,10.09,12.35,6.63,12.93,16.25,12.05,17.47,13.51,13.26
