,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.81,5.85,5.39,5.56,5.14,2.73,2.78,2.35,1.97,1.98,2.4,1.72,1.75,,1.33
f_1,6.88,0.67,5.34,6.66,5.91,5.35,1.68,2.41,1.82,2.15,2.13,,1.17,2.15,2.51,1.44
d_1,7.25,6.23,0.65,5.75,5.49,5.47,2.6,1.79,,2.47,2.19,1.86,1.8,2.19,1.56,1.04
c_1,6.72,5.01,6.99,0.65,6.28,7.46,1.93,3.04,1.51,,2.46,2.11,1.67,1.45,2.01,2.29
b_1,6.47,6.46,7.27,3.84,0.63,5.52,2.74,2.82,2.19,2.47,,2.17,1.81,2.76,2.66,1.43
a_1,7.66,9.74,6.77,6.28,5.3,0.58,4.18,2.47,2.94,2.74,2.84,3.0,1.68,,,1.7
h_1,4.89,6.88,3.8,6.91,4.98,4.45,0.61,3.66,1.7,1.55,1.69,1.45,,1.51,1.26,1.54
g_1,6.12,6.4,5.83,4.73,4.58,5.03,1.73,0.58,2.74,1.72,1.81,2.15,1.35,,,
d_0,2.95,5.25,,4.87,4.54,4.14,2.61,2.01,0.7,1.57,2.23,1.48,1.15,2.05,2.25,1.63
c_0,4.76,4.69,3.11,,5.09,4.39,2.49,1.86,2.25,0.71,2.3,1.89,1.29,1.59,1.24,1.23
b_0,4.86,5.33,5.39,5.02,,6.38,2.37,2.04,1.74,1.13,0.67,1.3,1.94,2.26,2.31,1.93
f_0,4.64,,6.1,5.35,5.81,3.23,3.19,1.59,1.92,1.61,2.13,0.68,1.41,,1.88,1.54
h_0,4.77,5.12,3.94,4.41,4.41,5.03,,1.97,1.83,1.91,1.42,1.57,,1.03,1.22,1.35
a_0,6.06,5.07,5.93,7.7,5.21,,3.24,,2.18,2.35,1.16,,2.39,0.61,,1.76
e_0,,5.77,7.98,5.79,5.17,,2.35,,2.0,2.99,1.79,1.23,2.6,,0.59,
g_0,6.56,4.6,6.83,4.41,5.81,5.98,1.68,,1.55,2.14,1.46,2.01,1.29,1.45,,
