,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.41,0.56,0.86,0.89,0.86,0.86,0.49,0.45,0.42,0.34,0.47,0.36,0.33,0.4,0.61,0.34
f_1,0.88,0.41,0.71,0.82,0.78,0.87,0.34,0.5,0.37,0.34,0.5,0.33,0.24,0.35,0.32,0.38
d_1,0.87,0.96,0.4,0.89,0.78,0.7,0.43,0.3,0.54,0.36,0.31,0.4,0.28,0.35,0.32,0.2
c_1,0.7,0.81,0.9,0.39,1.02,0.63,0.44,0.48,0.22,0.46,0.36,0.34,0.3,0.31,0.37,0.31
b_1,0.79,0.98,0.93,0.47,0.36,0.97,0.44,0.48,0.36,0.59,0.38,0.52,0.33,0.37,0.36,0.38
a_1,0.77,0.84,0.92,1.0,0.46,0.3,0.58,0.47,0.42,0.38,0.39,0.45,0.38,0.49,0.55,0.34
h_1,0.69,0.83,0.68,0.72,0.73,0.6,0.24,0.42,0.34,0.31,0.34,0.33,0.43,0.29,0.28,0.28
g_1,0.74,0.79,0.79,0.69,0.66,0.75,0.28,0.23,0.4,0.37,0.34,0.32,0.21,0.34,0.31,0.36
d_0,0.48,0.72,1.19,0.9,0.69,0.62,0.42,0.4,0.26,0.31,0.31,0.34,0.36,0.32,0.31,0.31
c_0,0.84,0.75,0.48,1.21,0.65,0.67,0.43,0.39,0.45,0.24,0.39,0.4,0.28,0.3,0.28,0.31
f_0,0.66,0.97,0.72,0.73,0.69,0.67,0.38,0.28,0.37,0.29,0.22,0.35,0.31,0.3,0.43,0.19
b_0,0.77,0.77,0.56,1.0,1.09,0.72,0.36,0.43,0.35,0.2,0.29,0.22,0.31,0.39,0.24,0.25
h_0,0.71,0.79,0.71,0.73,0.72,0.66,0.45,0.45,0.3,0.33,0.31,0.29,0.32,0.27,0.28,0.28
a_0,0.69,0.82,0.62,0.7,0.85,1.04,0.42,0.37,0.35,0.33,0.33,0.2,0.31,0.2,0.36,0.24
e_0,0.75,0.94,0.67,0.71,0.74,0.66,0.37,0.35,0.34,0.35,0.18,0.39,0.31,0.34,0.2,0.25
g_0,0.68,0.66,0.79,0.81,0.76,0.67,0.32,0.4,0.34,0.29,0.36,0.32,0.23,0.38,0.33,0.34
