,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.84,1.2,1.01,0.85,0.84,0.74,0.95,0.59,0.72,0.68,0.64,0.56,0.61,0.63
f_1,1.25,1.0,0.92,1.0,0.86,0.78,0.56,0.68,0.57,0.6,0.53,0.6,0.5,0.56,0.45,0.52
d_1,1.2,1.08,1.0,0.9,0.94,0.83,0.7,0.6,0.59,0.84,0.61,0.66,0.62,0.64,0.5,0.42
c_1,0.83,0.99,1.1,1.0,1.47,0.85,0.74,0.59,0.5,0.54,0.59,0.52,0.61,0.59,0.57,0.61
b_1,0.97,1.18,1.06,0.69,1.0,1.3,0.7,0.68,0.71,0.74,0.66,0.61,0.64,0.5,0.65,0.63
a_1,1.17,1.27,1.2,1.18,0.77,1.0,0.89,0.89,0.75,0.76,0.71,0.92,0.74,0.73,0.76,0.63
h_1,1.24,1.73,1.45,1.36,1.33,1.1,1.0,1.08,0.96,0.83,0.78,0.98,0.82,0.74,0.75,1.02
g_1,1.38,1.43,1.72,1.64,1.45,1.16,0.95,1.0,0.86,0.96,1.11,0.85,0.68,0.76,0.79,0.78
d_0,1.12,1.65,1.76,2.13,1.35,1.3,1.11,1.12,1.0,0.82,1.02,0.87,0.87,0.9,0.89,0.97
c_0,1.75,1.64,1.19,1.61,1.4,1.31,1.23,1.01,1.17,1.0,1.1,1.34,0.98,1.02,0.79,0.92
f_0,1.31,1.87,1.6,1.71,1.57,1.44,1.29,0.9,1.07,0.83,1.0,0.95,0.99,0.82,1.48,0.8
b_0,1.53,1.7,1.39,1.97,1.68,1.06,1.0,1.25,1.15,0.74,1.11,1.0,0.99,1.41,0.94,0.88
h_0,1.58,1.9,1.63,1.66,1.57,1.28,1.21,1.44,1.16,1.02,1.02,1.02,1.0,1.06,0.83,1.11
a_0,1.78,1.79,1.53,1.84,2.02,1.21,1.38,1.37,1.07,0.95,1.17,0.72,0.93,1.0,1.02,1.22
e_0,1.86,2.07,1.98,1.78,1.49,1.37,1.33,1.23,1.17,1.25,0.75,1.11,1.23,0.93,1.0,0.89
g_0,1.56,1.93,2.42,1.66,1.57,1.61,0.99,1.31,1.05,1.11,1.31,1.14,0.89,0.8,1.15,1.0
