,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,7.21,14.77,10.44,15.47,13.66,3.7,4.91,2.49,3.01,2.51,3.66,1.83,1.92,,2.83
f_1,16.17,0.17,13.07,13.12,8.59,19.63,2.43,4.08,2.78,2.96,2.93,,1.1,2.97,3.67,1.7
d_1,15.64,11.12,0.17,21.39,13.13,15.89,2.97,2.2,2.5,,3.47,2.66,1.65,1.71,2.74,1.31
c_1,13.35,12.43,14.71,0.15,10.17,15.31,3.57,3.98,,1.12,3.84,2.66,2.27,2.68,3.54,1.98
b_1,14.36,16.47,14.59,6.59,0.13,12.82,3.08,3.2,3.37,2.71,,3.46,2.16,1.93,2.76,1.81
a_1,12.98,23.2,14.96,14.36,5.06,0.08,4.25,3.69,2.0,3.77,,3.65,,,,1.83
h_1,4.16,2.98,2.61,4.21,4.11,2.65,0.07,0.98,0.52,0.6,0.9,0.61,,1.01,0.76,0.43
g_1,3.86,4.08,3.02,2.73,4.44,3.97,0.8,0.06,0.55,0.81,0.86,0.93,0.37,0.82,0.56,
c_0,2.38,2.57,1.63,,2.87,3.13,0.61,0.55,0.09,0.66,0.58,0.44,0.37,0.62,0.51,0.4
d_0,1.44,2.65,,2.11,2.62,1.88,1.32,1.13,0.55,0.09,0.45,0.41,0.36,0.9,0.38,0.36
b_0,2.45,2.24,2.23,2.91,,,0.73,1.19,0.37,0.53,0.08,0.53,0.45,0.72,0.47,0.34
f_0,3.82,,2.11,2.98,5.19,2.68,0.86,0.45,0.62,0.42,0.49,0.07,0.34,0.59,0.46,0.2
h_0,1.78,1.75,2.62,2.02,2.06,,,0.37,0.34,0.43,0.26,0.25,,0.24,0.44,0.24
a_0,2.87,3.32,4.02,2.21,2.5,,0.83,0.82,0.55,0.77,0.25,0.47,0.32,0.05,,0.27
e_0,,3.67,2.74,3.54,3.45,,0.72,0.7,0.54,0.39,0.49,0.25,0.21,,0.05,
g_0,1.45,2.51,1.64,1.76,2.21,1.97,0.31,,0.43,0.32,0.35,0.69,0.2,0.3,,
