,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.86,1.2,0.97,0.68,0.47,0.52,0.61,0.43,0.39,0.43,0.35,0.32,0.35,0.3
f_1,1.34,1.0,0.98,0.91,0.77,0.66,0.39,0.46,0.41,0.38,0.39,0.38,0.29,0.3,0.28,0.31
d_1,1.15,1.02,1.0,0.89,0.95,0.77,0.46,0.36,0.47,0.58,0.49,0.37,0.36,0.34,0.34,0.24
c_1,0.84,1.08,1.14,1.0,1.29,0.79,0.59,0.47,0.34,0.36,0.4,0.43,0.37,0.41,0.38,0.33
b_1,1.03,1.3,1.05,0.78,1.0,1.21,0.61,0.5,0.46,0.53,0.4,0.47,0.37,0.3,0.41,0.31
a_1,1.47,1.5,1.28,1.28,0.82,1.0,0.74,0.68,0.59,0.59,0.59,0.56,0.55,0.59,0.42,0.51
h_1,2.07,2.52,2.17,1.7,1.7,1.32,1.0,1.18,0.96,0.81,0.74,0.72,0.67,0.63,0.62,0.77
g_1,1.97,2.2,2.81,2.07,1.98,1.46,0.86,1.0,0.99,0.94,0.88,1.13,0.6,0.71,0.6,0.65
d_0,1.68,2.28,2.07,2.85,2.26,1.68,1.04,0.99,1.0,0.86,0.88,0.87,0.79,0.88,0.75,0.61
c_0,2.34,2.65,1.73,2.48,1.86,1.74,1.24,1.09,1.21,1.0,1.26,0.99,0.84,0.86,0.81,0.63
b_0,2.58,2.47,2.06,2.57,2.29,1.66,1.3,1.13,1.12,0.83,1.0,1.03,0.93,1.08,0.79,0.82
f_0,2.3,2.58,2.55,2.31,2.25,1.83,1.35,0.91,1.15,1.02,0.9,1.0,0.88,0.83,1.17,0.61
h_0,2.85,3.48,2.79,2.8,2.68,1.87,1.49,1.6,1.27,1.2,1.12,1.17,1.0,1.02,0.84,1.04
a_0,3.26,3.36,2.84,2.56,3.22,1.7,1.61,1.47,1.21,1.19,0.89,1.24,1.03,1.0,0.96,0.9
e_0,2.94,3.59,3.09,2.61,2.34,2.3,1.54,1.51,1.35,1.22,1.31,0.85,1.21,0.97,1.0,0.84
g_0,3.24,3.39,4.35,3.08,3.09,2.03,1.29,1.69,1.59,1.49,1.2,1.61,0.92,1.15,1.21,1.0
