,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.46,32.98,30.8,38.45,36.45,29.5,6.3,10.82,5.47,6.28,9.14,,3.07,5.63,7.74,4.05
e_1,15.91,0.45,36.64,40.58,28.72,34.81,8.08,19.81,6.89,6.74,6.73,9.21,4.86,5.8,,4.44
d_1,39.5,39.95,0.43,32.1,32.05,32.87,10.42,5.93,,7.16,5.43,7.61,4.34,7.49,8.7,3.18
c_1,32.6,34.49,37.48,0.42,34.91,34.18,11.06,10.95,3.97,,7.6,4.76,4.97,7.42,7.6,5.54
b_1,38.0,39.67,40.42,19.14,0.4,40.32,12.17,6.49,7.25,13.38,,7.11,4.55,5.54,8.13,7.84
a_1,69.58,39.44,45.71,52.74,24.95,0.32,11.8,,9.56,9.1,9.33,,4.33,,8.95,
h_1,16.33,19.72,16.19,19.47,14.14,17.54,0.38,4.75,3.7,3.33,4.52,2.99,,2.78,3.49,2.6
g_1,26.93,28.98,28.56,14.78,23.69,,4.0,0.33,4.15,3.42,3.56,4.54,2.25,,3.44,
d_0,18.12,8.41,,13.23,14.28,15.38,4.22,6.37,0.49,3.29,3.81,2.62,2.05,2.88,4.15,2.09
c_0,15.82,15.55,8.5,,17.04,17.66,3.32,3.41,4.55,0.51,3.87,2.74,3.04,3.64,2.03,2.04
b_0,15.19,17.64,16.22,22.13,,15.57,5.36,4.34,3.68,1.61,0.45,3.91,2.65,3.39,3.29,1.94
f_0,,23.97,18.81,23.06,20.53,,3.68,2.55,3.11,4.68,3.45,0.44,2.15,,2.81,1.52
h_0,10.49,12.07,11.31,9.83,14.27,13.97,,3.54,3.37,2.04,2.32,2.38,,2.73,2.26,1.86
a_0,29.61,17.91,23.06,22.62,19.08,,6.7,,3.3,3.93,1.59,,4.24,0.41,,3.36
e_0,25.21,,18.93,20.52,19.28,20.6,5.7,6.14,5.64,3.58,5.62,2.6,3.1,,0.36,2.97
g_0,22.66,15.67,14.51,16.82,19.38,,3.75,,2.2,2.97,4.08,2.19,1.28,2.95,3.13,
