,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11013.3,5860.82,7477.17,13517.64,15890.2,60246.45,7814078.75,12307472.23,20524128.85,41786943.83,33310909.8,46205796.13,154862934.77,134905892.36,174782932.68,495927228.25
f_1,8056.11,12300.67,7472.52,10874.77,13580.59,55268.55,7437666.83,10919170.45,19187905.55,25269131.41,33836030.69,29803221.61,129406707.37,115195290.35,166392264.17,390832006.35
d_1,4600.08,6054.05,20087.46,8300.57,12149.33,69892.51,9524272.49,13039050.13,38722023.49,17053447.77,41589329.81,42998024.16,161947955.4,170739625.83,262513523.52,600934937.85
c_1,4477.21,5537.22,7560.54,27710.65,27068.69,59802.46,7576820.26,11647733.49,13544702.65,26782460.41,25581251.4,38796068.06,133912409.78,110170404.6,253240618.26,389061447.35
b_1,5218.29,5780.72,7276.74,10717.35,40065.62,111793.52,7489982.36,11634387.25,19319101.53,25345564.81,24370191.23,40483760.61,141756991.86,104956046.91,244926225.34,399324730.23
a_1,5474.98,5333.36,8781.15,11604.51,13545.23,224388.55,9895179.24,11969382.77,24540068.87,27091087.58,38088234.0,45337190.76,170157862.1,113193573.77,277628975.31,457534777.67
h_1,5704.96,7496.63,10169.84,11340.73,13825.94,59543.28,15889291.04,15517171.13,23768398.64,24622007.18,35813708.27,51334480.85,119394548.33,136851433.37,243790453.8,613754734.58
g_1,4803.54,5227.76,12034.64,10714.97,14100.3,69891.88,8711789.66,24940054.0,25943664.95,24141825.45,38468412.85,72590980.24,148302915.8,143748416.4,307939256.83,411945322.01
c_0,5389.52,6675.04,9898.64,9725.35,12640.99,54506.45,10119855.68,13188903.04,35862043.83,25795319.13,65448200.45,50339389.22,168341322.47,205608923.29,291308466.2,595910124.18
d_0,5205.08,6322.1,6547.91,20368.13,18464.04,57192.4,8767259.31,11653743.67,15565780.36,37579865.43,30412819.54,44380363.13,146411647.93,117686239.05,236303304.72,436110274.9
b_0,5812.69,6436.4,10791.34,11464.62,12993.21,45198.12,10285077.82,14072829.82,24468697.33,23790668.66,61373447.62,47956032.2,184578934.67,287940576.84,237228170.88,582553725.16
f_0,4511.26,5974.91,9564.4,12725.88,15348.95,65604.28,10073450.7,13683910.3,24480217.44,28959999.14,43312789.73,76684542.96,168879061.31,155801180.17,505262377.68,547119063.15
h_0,5860.53,7964.23,9404.62,10700.31,13763.18,51471.72,7372092.81,16819972.44,22041795.78,27755780.11,37918076.53,45883857.97,136238570.47,181962447.86,259681866.07,606888372.57
a_0,5238.2,6586.47,9512.3,11958.19,14144.81,50733.58,10078262.64,14971796.64,27052060.23,29066290.84,39390476.47,50440992.87,173200394.93,267073653.51,300811110.21,554508888.08
e_0,4555.08,6855.04,10356.95,12625.61,16288.04,64667.18,11203550.72,13957933.5,23726979.98,24030468.51,40217805.93,41086998.41,158614490.85,123551425.4,490886822.22,528978510.66
g_0,4741.25,5441.06,13565.35,11620.27,14895.39,68085.07,8990798.09,13282923.74,25244959.67,22640557.81,43387139.46,64609351.73,145295785.23,166634199.09,274196164.21,456120256.43
