,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.57,65.22,74.59,143.32,143.02,413.84,11637.01,18307.03,29339.72,21709.35,33484.28,40746.13,137569.6,111186.86,106165.9,311986.75
f_1,85.86,113.88,83.36,107.45,110.66,352.07,10019.91,15132.75,18259.24,19491.27,31027.01,25374.05,117636.8,100537.98,85682.31,255206.35
d_1,61.09,67.26,134.89,84.57,118.31,345.3,9568.95,13759.88,14223.27,30900.17,37773.91,30478.86,122742.99,107265.67,111088.77,227520.93
c_1,42.12,58.2,71.13,164.36,171.76,350.1,10298.43,12642.94,13937.54,12641.97,22319.35,30395.39,109877.05,94389.6,102678.16,246835.34
b_1,44.9,63.46,66.68,76.64,186.83,548.04,9375.14,12837.5,14984.34,17358.29,20408.4,30633.65,101244.58,71452.53,108210.14,215109.2
a_1,34.35,41.3,49.84,63.21,51.95,483.31,6859.2,10661.4,11283.74,12792.6,21625.83,22492.65,77920.26,63668.02,70096.49,187674.1
h_1,13.31,20.15,22.96,23.16,29.29,75.45,3761.67,4807.97,4155.11,4660.1,7142.4,8155.65,25181.83,21931.7,25959.48,85415.87
g_1,11.3,13.52,25.1,20.91,25.56,67.44,2071.9,5181.97,3541.82,4567.91,6495.54,10298.58,23168.65,22601.79,26087.32,53678.54
d_0,10.34,14.04,12.23,35.99,26.95,86.92,2401.75,3455.96,4942.97,3428.72,6630.02,7517.48,27296.64,22833.52,24537.33,55631.16
c_0,12.32,15.87,15.0,20.33,19.59,77.68,2255.17,3384.2,4152.79,5713.53,10630.16,7173.85,27634.71,28032.86,22553.51,59467.93
b_0,11.31,12.59,14.13,21.0,18.62,53.78,1935.56,3083.79,3477.68,3594.38,7707.19,6596.27,27304.25,30169.83,20645.74,51291.51
f_0,8.95,11.19,16.21,19.06,20.92,66.3,2070.37,2567.42,3275.61,3585.21,5429.77,8021.16,23168.43,18418.42,33795.85,47264.9
h_0,7.43,10.3,10.32,12.42,13.99,39.39,1167.94,2288.57,2012.16,2555.0,3258.47,4233.43,13252.7,13182.98,12219.19,41656.61
a_0,7.25,8.98,10.68,11.84,15.12,37.71,1512.48,1947.57,2069.03,2431.94,3652.62,4230.75,16563.81,19371.5,14059.03,33356.42
e_0,5.57,9.34,11.88,11.66,13.08,46.75,1448.75,1792.78,2076.11,2591.98,4349.8,3994.28,16109.51,13781.94,20769.73,36962.46
g_0,5.03,5.76,10.45,10.16,11.77,31.21,894.52,1308.6,1473.0,2054.9,3085.17,4575.3,11792.42,9622.94,11855.17,23458.59
