,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.58,1.04,1.05,0.91,0.79,0.26,0.21,0.31,0.18,0.19,0.25,0.13,0.18,0.23,0.14
f_1,0.88,0.41,0.96,0.94,0.93,0.81,0.2,0.19,0.28,0.17,0.19,0.23,0.1,0.15,0.16,0.15
c_1,0.73,0.88,0.41,1.22,0.96,0.87,0.3,0.12,0.28,0.25,0.17,0.19,0.14,0.17,0.17,0.15
d_1,1.05,1.12,0.95,0.4,0.92,0.85,0.23,0.32,0.19,0.18,0.19,0.18,0.13,0.17,0.18,0.08
b_1,1.08,1.19,0.61,1.07,0.38,1.08,0.35,0.2,0.3,0.29,0.34,0.2,0.16,0.24,0.2,0.14
a_1,1.43,1.41,1.31,1.2,0.64,0.33,0.43,0.29,0.34,0.26,0.32,0.23,0.2,0.3,0.19,0.19
h_1,1.82,2.01,1.92,1.66,1.81,1.92,0.27,0.37,0.5,0.34,0.35,0.32,0.32,0.3,0.32,0.28
d_0,1.31,1.69,1.96,2.65,2.11,2.17,0.61,0.31,0.64,0.4,0.35,0.41,0.33,0.33,0.45,0.35
g_1,1.93,2.2,2.11,1.75,1.97,1.58,0.4,0.5,0.26,0.34,0.42,0.37,0.23,0.41,0.39,0.31
c_0,2.53,2.4,2.68,1.25,2.15,1.92,0.58,0.63,0.51,0.29,0.44,0.45,0.34,0.36,0.46,0.28
b_0,1.99,2.13,2.96,1.78,2.79,1.6,0.6,0.46,0.6,0.25,0.28,0.4,0.35,0.35,0.4,0.27
f_0,2.05,2.83,2.15,2.02,2.24,2.13,0.64,0.5,0.4,0.45,0.44,0.28,0.32,0.37,0.38,0.21
h_0,2.46,2.44,2.4,2.32,2.27,1.89,0.82,0.54,0.63,0.45,0.5,0.45,0.45,0.4,0.42,0.33
a_0,2.52,2.7,2.99,2.48,3.09,2.37,0.7,0.49,0.81,0.44,0.32,0.53,0.39,0.28,0.49,0.32
e_0,3.34,3.53,2.7,2.5,2.47,2.38,0.85,0.54,0.6,0.5,0.44,0.29,0.42,0.47,0.26,0.28
g_0,2.97,3.14,2.84,2.58,3.0,2.52,0.64,0.64,0.82,0.56,0.57,0.52,0.32,0.47,0.47,0.49
