,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10581.51,4607.13,3154.25,3544.31,5235.63,26047.94,3402792.42,5830200.83,9180663.74,15491486.77,23905201.48,11915460.79,81613336.5,83378666.12,67632877.25,350201215.77
e_1,2793.35,11171.93,2786.28,4807.88,5806.71,30617.54,2586224.65,5842229.65,14958525.81,13480123.96,27032805.37,39352397.23,94841280.9,100161505.34,76374899.36,255282745.45
d_1,2458.3,2103.85,17596.37,2514.01,6610.31,38800.63,3174198.45,6737530.66,3794828.95,32684434.67,26601869.22,38040614.73,100872517.71,92271720.6,170702560.8,321311296.13
c_1,1865.29,2302.45,2898.09,18248.86,14152.58,34562.05,2910038.69,5406278.75,9822680.81,4811496.55,12682278.36,33085235.41,84527471.5,50126996.48,129179881.86,297575452.13
b_1,2569.56,1854.01,3872.88,3289.78,39110.38,66609.15,2738385.37,7367491.62,7021209.86,16078596.83,9042912.97,33167417.18,98863720.35,102998688.69,175479416.84,288247659.1
a_1,2742.89,2351.1,4416.73,4134.97,5713.16,289692.54,2913832.25,6621219.38,7916077.59,15693269.42,21777505.9,24432342.99,100929398.28,49183300.71,102282742.61,259531793.22
h_1,4184.22,3123.25,4306.01,4057.03,7956.74,27523.07,9688375.95,9874796.17,10693977.19,12588096.56,26846076.22,35096870.96,85399909.13,116849266.89,187118831.2,556315005.12
g_1,2569.39,2606.15,6806.74,4744.56,7105.94,35469.87,3105206.6,25921894.72,8243763.74,19545880.84,28338794.22,68584876.5,128799201.53,93398827.81,222059020.23,245488791.62
d_0,3253.17,3199.9,1599.93,8324.91,8279.14,34444.73,3571740.29,8763344.48,22116656.92,13651988.06,26551675.14,44079795.6,107881957.03,95721722.3,178441355.19,383445813.16
c_0,3535.16,2567.2,5301.06,2696.62,5617.05,35170.8,3547263.15,9986684.46,10154353.75,47976585.92,59775246.69,46071288.38,143323887.81,129110388.14,240078939.46,455984289.57
b_0,2852.56,2990.1,4843.26,4909.79,4627.96,27234.64,3717384.79,8574600.14,12109113.26,23623398.54,72827991.85,50915474.9,135429708.06,262636461.35,191217595.03,438891403.45
f_0,1753.04,2359.01,5301.39,4174.64,9222.68,44051.29,3746200.73,6972799.74,10926166.52,23425282.82,31143076.01,116044853.2,135461457.33,140484760.64,492051190.44,458544647.54
h_0,3559.31,2575.49,5814.88,4872.05,7419.44,41284.15,2351000.82,11147489.67,10153955.54,18396123.15,28694053.93,46183901.24,59453209.55,109302652.98,205090244.08,541094672.19
a_0,3129.7,2439.25,6052.23,4340.81,8610.52,17734.94,3666862.63,9789600.3,9088621.51,19390754.8,29035649.81,54131709.95,139171111.76,324789156.87,207531794.61,393246226.07
e_0,3273.02,1390.01,5488.72,5633.47,8681.13,33761.69,4518908.44,7381659.23,11372109.11,18149307.05,29940443.43,41327183.66,141532476.38,126722727.46,547343061.7,429533796.37
g_0,2600.84,3304.61,7445.26,4281.89,6183.97,35619.54,3272892.83,8245967.44,8733761.8,20961651.4,28815125.89,67990112.9,110854750.98,125226609.58,206875048.42,167939558.68
