,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.93,0.17,0.1,0.1,0.08,0.07,0.07,0.06,0.06,0.06,0.06,,0.05,0.04,0.05,0.05
e_1,0.09,0.93,0.1,0.08,0.09,0.04,0.09,0.05,0.1,0.07,0.06,0.07,0.06,0.04,,0.05
d_1,0.09,0.1,0.93,0.1,0.1,0.08,0.07,0.05,,0.11,0.06,0.06,0.06,0.04,0.04,0.05
c_1,0.13,0.14,0.08,0.93,0.17,0.05,0.08,0.06,0.04,,0.05,0.06,0.06,0.05,0.04,0.05
b_1,0.12,0.11,0.09,0.09,0.93,,0.11,0.06,0.09,0.08,,0.05,0.06,0.05,0.05,0.05
a_1,0.15,0.16,0.1,0.14,,0.93,0.11,0.08,0.06,0.08,0.08,0.06,0.07,,,
h_1,0.36,0.25,0.29,0.23,0.22,0.16,0.71,0.26,0.22,0.18,0.15,0.14,,0.11,0.11,0.17
g_1,0.3,0.29,0.45,0.29,0.23,0.18,0.17,0.71,0.15,0.18,0.21,0.21,0.16,0.11,0.14,
d_0,0.43,0.28,,0.61,0.3,0.26,0.24,0.23,0.58,0.2,0.17,0.17,0.21,0.13,0.18,0.16
c_0,0.34,0.35,0.29,,0.2,0.19,0.24,0.27,0.23,0.58,0.36,0.2,0.25,0.15,0.1,0.2
b_0,0.41,0.39,0.38,0.32,,0.18,0.24,0.18,0.23,0.17,0.59,0.22,0.24,0.26,0.15,0.15
f_0,,0.3,0.39,0.37,0.27,0.27,0.26,0.17,0.32,0.2,0.27,0.58,0.17,0.21,0.26,0.17
h_0,0.59,0.48,0.56,0.49,0.34,0.29,,0.37,0.34,0.29,0.28,0.22,,0.22,0.18,0.27
a_0,0.51,0.47,0.43,0.35,0.3,,0.36,0.25,0.23,0.23,0.22,0.19,0.21,0.56,0.2,0.17
e_0,0.34,,0.34,0.34,0.31,,0.25,0.26,0.27,0.36,0.24,0.18,0.33,0.17,0.58,0.22
g_0,0.46,0.53,0.66,0.47,0.42,,0.3,,0.31,0.29,0.25,0.4,0.27,0.29,0.22,
