,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.91,1.07,0.9,0.78,0.54,0.43,0.62,0.37,0.41,0.42,0.4,0.34,0.33,0.3
f_1,1.28,1.0,0.84,0.97,0.86,0.6,0.37,0.46,0.4,0.38,0.38,0.37,0.28,0.3,0.3,0.3
d_1,1.09,1.19,1.0,0.84,0.89,0.75,0.53,0.39,0.45,0.55,0.43,0.36,0.37,0.32,0.3,0.26
c_1,0.95,1.03,1.2,1.0,1.29,0.76,0.45,0.46,0.34,0.37,0.34,0.34,0.37,0.3,0.31,0.36
b_1,1.11,1.17,1.11,0.77,1.0,1.17,0.59,0.56,0.48,0.54,0.37,0.4,0.42,0.35,0.36,0.31
a_1,1.27,1.65,1.33,1.32,0.86,1.0,0.76,0.6,0.61,0.63,0.65,0.6,0.45,0.56,0.45,0.44
h_1,1.94,2.73,1.86,2.16,1.7,1.37,1.0,1.16,0.8,0.8,0.8,0.7,0.71,0.56,0.58,0.75
g_1,2.25,2.16,2.55,2.2,1.91,1.65,0.84,1.0,0.89,0.94,0.92,0.97,0.64,0.69,0.59,0.62
d_0,1.58,2.39,2.29,3.04,2.17,1.6,1.16,1.04,1.0,0.84,0.9,0.85,0.83,0.7,0.81,0.77
c_0,2.77,2.65,1.76,2.74,1.68,1.55,1.3,1.05,1.22,1.0,1.38,1.02,0.82,0.79,0.81,0.75
b_0,2.42,2.72,2.27,3.14,2.62,1.48,1.23,1.06,1.15,0.73,1.0,0.87,1.05,1.23,0.81,0.84
f_0,2.45,2.54,2.68,2.91,2.53,1.68,1.47,0.99,1.05,0.99,1.09,1.0,0.97,0.85,1.19,0.73
h_0,2.66,3.53,2.77,2.68,2.37,2.18,1.35,1.54,1.19,1.17,0.97,1.01,1.0,0.85,0.81,0.99
a_0,2.93,3.39,3.09,3.48,2.73,1.85,1.74,1.48,1.37,1.3,0.8,1.0,1.14,1.0,0.93,0.96
e_0,2.91,3.53,3.52,2.93,3.03,1.98,1.87,1.81,1.26,1.37,1.24,0.82,1.21,1.17,1.0,1.04
g_0,3.11,3.34,4.19,2.72,3.04,2.28,1.32,1.56,1.24,1.37,1.22,1.37,1.04,1.03,0.96,1.0
