,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.85,1.46,1.67,1.75,1.35,0.49,0.53,0.47,0.67,0.44,0.53,0.3,0.41,0.39,0.4
e_1,1.18,1.05,1.72,1.8,1.82,1.62,0.67,0.61,0.49,0.62,0.47,0.57,0.39,0.48,0.63,0.4
d_1,2.0,2.08,1.05,1.94,1.72,1.47,0.59,0.71,0.61,0.39,0.53,0.46,0.39,0.4,0.43,0.27
c_1,1.9,1.58,2.03,1.05,2.16,1.59,0.7,0.35,0.73,0.62,0.47,0.49,0.4,0.42,0.46,0.41
b_1,2.03,1.98,2.08,1.26,1.06,1.98,0.86,0.59,0.66,0.77,0.82,0.53,0.47,0.48,0.42,0.42
a_1,3.15,2.76,2.67,2.59,1.45,1.06,1.2,0.98,0.8,1.06,0.95,0.81,0.62,1.12,0.75,0.63
h_1,6.37,4.67,5.46,5.03,4.25,3.55,1.28,1.44,1.49,1.82,1.54,1.32,1.22,1.19,1.27,1.06
d_0,5.26,3.82,7.45,7.78,5.5,4.09,2.19,1.42,1.65,1.94,1.77,1.68,1.34,1.33,1.54,1.2
c_0,6.15,6.87,3.63,6.52,5.81,4.67,2.2,2.9,1.39,2.06,2.13,1.46,1.27,1.5,1.35,1.21
g_1,6.7,6.33,7.5,6.41,5.79,4.84,1.88,1.92,1.87,1.32,1.74,1.93,1.26,1.45,1.68,1.33
b_0,7.44,6.4,5.41,9.29,7.37,4.91,2.32,2.08,1.23,2.4,1.39,1.64,1.49,1.78,1.61,1.42
f_0,10.07,6.77,6.9,7.64,7.19,5.25,2.69,2.44,2.36,1.8,2.0,1.44,1.6,1.51,2.13,1.0
h_0,8.99,7.99,7.3,9.17,7.42,5.86,3.87,2.77,2.36,2.72,2.38,2.28,2.35,1.95,1.73,1.87
a_0,9.37,7.7,8.87,10.04,11.13,10.31,3.59,2.97,2.68,3.19,1.67,2.73,2.25,1.55,2.43,1.97
e_0,14.54,9.64,8.25,8.85,9.76,6.56,3.3,3.01,2.58,2.61,2.52,1.5,2.3,2.36,1.51,1.88
g_0,10.77,9.09,10.09,10.07,9.13,6.72,2.85,3.38,2.81,3.83,2.81,3.16,1.8,2.37,2.71,2.36
