,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.17,1.75,1.99,1.8,1.81,1.42,0.38,0.27,0.34,1.91,0.37,0.27,0.43,0.22,0.35,0.19
f_1,1.55,0.17,1.51,2.15,1.69,1.43,0.37,0.57,0.29,0.34,0.32,1.35,0.28,0.18,0.25,0.31
e_1,1.92,0.88,0.16,1.86,1.7,2.03,0.62,0.46,0.38,0.36,0.55,0.34,0.33,0.22,1.22,0.23
c_1,2.02,1.7,1.4,0.15,1.55,1.6,0.58,0.52,1.19,0.16,0.37,0.38,0.35,0.3,0.36,0.2
b_1,2.22,1.77,1.78,0.84,0.14,1.69,0.56,0.47,0.38,0.45,1.21,0.31,0.32,0.25,0.42,0.29
a_1,1.79,1.43,2.32,2.07,0.9,0.09,0.52,0.6,0.45,0.33,0.4,0.39,2.16,0.25,0.34,0.27
h_1,0.8,1.12,0.88,0.83,1.13,0.97,0.07,0.38,0.18,0.22,0.17,0.2,0.21,0.41,0.15,0.13
g_1,0.96,1.05,1.03,1.02,0.87,0.84,0.19,0.06,0.17,0.24,0.21,0.2,0.18,0.1,0.17,0.49
c_0,0.44,1.25,0.87,3.61,1.22,0.88,0.3,0.32,0.07,0.24,0.19,0.16,0.22,0.13,0.2,0.12
d_0,2.52,1.24,0.42,1.0,0.83,1.17,0.33,0.36,0.18,0.07,0.16,0.21,0.17,0.13,0.18,0.13
b_0,0.73,0.93,0.83,0.91,2.94,1.46,0.22,0.27,0.11,0.19,0.06,0.17,0.22,0.16,0.18,0.13
f_0,0.84,2.95,0.81,0.94,0.89,0.96,0.23,0.19,0.15,0.18,0.13,0.06,0.15,0.16,0.18,0.1
a_0,0.83,1.04,0.91,0.94,1.35,,0.21,0.26,0.17,0.22,0.09,0.18,0.05,0.13,0.12,0.13
h_0,0.92,0.84,1.14,0.8,0.87,0.73,0.62,0.36,0.19,0.2,0.16,0.2,0.15,0.34,0.17,0.13
e_0,0.74,1.44,2.14,0.89,0.82,0.97,0.22,0.21,0.2,0.17,0.15,0.1,0.19,0.13,0.05,0.12
g_0,0.79,1.29,0.99,0.92,0.9,1.14,0.2,0.89,0.16,0.17,0.15,0.16,0.19,0.1,0.14,0.23
