,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.98,1.38,1.21,1.41,2.39,26.89,41.49,32.18,39.67,43.85,59.6,74.22,107.72,171.26,166.5
f_1,1.02,1.0,1.09,1.11,1.49,3.07,16.93,24.68,27.54,33.11,40.97,43.83,56.82,92.11,95.89,127.88
c_1,0.73,0.92,1.0,1.28,1.93,2.53,22.73,19.47,29.91,26.98,33.73,43.91,64.45,94.85,97.04,124.09
d_1,0.82,0.9,0.78,1.0,1.44,2.58,21.78,29.77,22.09,44.15,33.75,37.99,66.42,91.83,99.98,96.72
b_1,0.71,0.67,0.52,0.7,1.0,3.08,13.77,16.65,17.18,24.43,23.43,30.84,46.92,73.95,76.8,77.42
a_1,0.42,0.33,0.4,0.39,0.32,1.0,8.59,8.68,9.37,13.42,16.06,14.8,26.97,47.79,34.95,48.72
h_1,0.04,0.06,0.04,0.05,0.07,0.12,1.0,1.07,1.59,1.53,1.71,2.04,2.19,4.45,3.5,6.82
d_0,0.02,0.04,0.05,0.04,0.06,0.11,0.98,1.0,1.06,1.33,1.5,1.64,2.14,3.72,4.49,4.83
g_1,0.03,0.04,0.03,0.05,0.06,0.11,0.63,0.94,1.0,1.38,1.5,2.13,1.98,3.98,4.07,6.31
c_0,0.03,0.03,0.03,0.02,0.04,0.08,0.66,0.76,0.69,1.0,1.61,1.34,1.95,2.48,3.54,3.7
b_0,0.02,0.03,0.03,0.03,0.04,0.06,0.58,0.64,0.68,0.62,1.0,1.16,1.66,4.26,3.22,3.06
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.52,0.64,0.46,0.76,0.89,1.0,1.3,1.97,4.06,2.72
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.45,0.46,0.52,0.53,0.63,0.75,1.0,1.55,1.66,2.19
a_0,0.01,0.01,0.01,0.01,0.01,,0.22,0.26,0.23,0.4,0.24,0.46,0.63,1.0,1.15,1.24
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.28,0.21,0.24,0.28,0.32,0.25,0.65,0.82,1.0,1.3
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.2,0.17,0.28,0.32,0.37,0.44,0.79,0.81,1.0
