,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,104.45,66.72,87.3,140.07,213.07,362.13,11469.62,23258.72,41141.83,24948.27,45722.74,45243.93,119297.71,130757.78,238945.73,196576.54
f_1,96.66,106.63,84.76,113.17,176.37,360.13,10282.21,22375.95,28944.07,27038.52,33359.36,43425.73,104130.31,107233.65,188335.27,180443.68
d_1,66.33,71.5,131.18,101.03,159.68,348.75,10544.91,19149.84,22425.71,37506.93,39808.83,47164.0,108620.69,134320.95,178021.54,170364.17
c_1,53.03,63.59,76.27,154.28,254.45,373.51,9848.33,19017.74,20118.75,16651.99,34095.08,28487.38,97546.37,111718.24,167992.38,152614.46
b_1,46.49,53.05,70.3,69.2,235.59,475.81,9137.67,17654.26,18482.79,20804.85,30038.8,23561.14,82047.64,116302.65,144236.69,106341.1
a_1,42.16,45.23,58.67,60.54,91.13,430.64,6996.36,14675.42,15606.94,16643.21,23334.64,25809.7,71301.76,76632.77,121668.15,82236.37
h_1,17.44,21.05,22.68,26.96,38.75,90.03,3562.59,6692.36,6418.87,6277.1,9111.51,9742.66,25030.2,34921.14,52743.98,42285.75
g_1,13.37,12.91,22.72,20.85,28.86,75.01,2059.95,6142.42,5145.35,5291.42,10633.29,8386.67,17832.08,28160.33,36876.83,35283.84
d_0,11.51,13.7,14.34,32.25,42.15,68.87,2069.92,3930.93,6026.53,3449.78,7705.87,7022.66,20523.34,25731.8,38074.38,36363.85
c_0,13.35,13.79,17.08,21.9,29.89,70.78,2161.31,4480.17,6061.54,6262.79,8314.93,12629.72,21460.13,27742.31,35768.9,46566.02
f_0,10.0,11.65,15.15,21.46,33.66,62.18,1955.02,3147.2,4640.51,4286.4,8596.99,7763.69,19176.84,37661.05,32660.76,29565.6
b_0,10.85,11.95,15.31,21.38,30.6,53.89,1858.41,3873.54,4714.91,3931.11,6999.46,9258.94,19775.3,25448.12,30782.47,53255.28
h_0,8.48,10.09,12.22,14.87,22.78,46.6,1233.08,3407.08,3464.85,3268.79,5055.49,5128.5,13009.03,16352.78,30924.34,22456.82
e_0,6.1,10.0,10.34,12.93,19.98,48.48,1364.76,2632.34,2576.72,3109.14,3906.61,4744.84,12523.49,21779.66,20402.33,19216.18
g_0,6.27,6.97,11.9,11.79,19.94,39.56,1222.34,1913.19,2492.95,2938.67,5588.8,4345.11,10504.69,17118.0,19189.44,19857.21
a_0,6.67,7.37,10.2,12.65,21.89,35.43,1177.03,2255.71,2810.68,2243.88,4247.68,3670.12,11832.72,14994.47,20366.14,26546.59
