,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,105.1,82.07,86.83,116.98,134.4,489.55,14157.23,29736.24,29016.57,33562.09,48651.8,58026.69,129242.48,151056.35,224350.51,187200.27
f_1,96.78,124.53,83.67,97.22,112.4,347.26,10418.47,21037.7,25409.5,29859.45,44357.95,37144.5,109012.42,129332.97,191714.24,125218.79
d_1,65.51,87.99,134.23,77.27,111.53,384.75,12243.13,18046.31,23923.86,44089.22,53037.78,46382.37,123915.42,137155.31,177181.01,210328.7
c_1,56.89,78.34,89.21,138.61,173.04,415.08,11618.32,16035.88,21440.42,21663.16,34307.72,41567.41,114105.89,120145.6,190288.19,179659.8
b_1,53.63,73.11,79.8,72.75,175.73,540.83,11536.51,16116.64,22184.23,27672.69,33609.47,43016.77,105028.6,96115.23,159895.93,184360.59
a_1,34.13,50.36,55.68,59.81,72.15,469.7,7303.75,11537.36,15980.32,19500.4,30338.17,29672.22,78325.7,83943.02,117746.79,114830.35
h_1,15.31,24.77,23.13,21.45,27.07,83.71,3919.03,4888.61,7470.23,7506.5,10481.03,11184.38,26407.93,35412.6,65556.71,48441.27
d_0,12.79,17.08,16.45,30.01,28.49,90.87,2383.97,5037.46,5505.69,5058.82,9280.54,9806.51,29202.98,28538.45,41708.65,38181.15
g_1,11.39,14.2,21.85,19.21,23.04,71.82,2038.01,3426.72,7201.25,5744.12,8327.07,12120.1,21544.24,26060.49,39903.93,41694.56
c_0,12.99,16.23,14.78,18.68,22.27,76.02,2298.07,4355.77,5315.18,6949.68,13586.87,9927.98,25530.64,31916.46,39690.24,36685.99
b_0,11.94,14.58,13.95,17.72,18.32,48.91,2165.8,3250.15,4656.5,4229.54,9530.58,8055.5,23447.29,36358.99,34733.39,31502.37
f_0,8.61,12.42,16.8,16.06,21.12,70.8,2133.55,3244.15,4135.47,4809.88,7470.83,9962.15,21189.98,22081.01,34254.08,54664.45
h_0,8.58,12.59,11.71,11.96,16.15,48.2,1302.83,2210.65,3861.7,3477.22,5553.6,5877.27,14143.33,18258.35,28984.57,24729.34
a_0,7.97,10.75,11.29,11.56,13.78,32.84,1462.94,2206.94,3204.08,3401.39,5050.23,5722.53,15926.48,22534.16,29112.56,21055.44
g_0,6.08,8.58,13.52,9.37,13.58,42.88,1088.97,1720.83,2380.04,3375.86,4756.53,6582.83,12590.32,11876.02,20513.27,21916.69
e_0,5.93,11.1,10.09,9.92,11.72,36.47,1362.83,1829.47,2837.07,3032.18,5024.67,4316.79,13046.75,13717.6,22521.94,28356.57
