,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.4,0.98,1.17,1.36,1.17,1.03,2.33,2.35,4.07,2.4,2.69,2.68,3.07,2.96,1.95,3.28
f_1,1.87,2.41,0.98,1.07,0.94,0.92,1.96,1.93,2.26,1.96,1.75,2.36,2.75,2.42,1.46,2.82
d_1,0.98,1.29,2.61,1.01,1.12,1.26,2.15,1.9,1.46,4.33,2.16,2.64,2.89,2.33,2.88,2.6
c_1,0.97,1.16,1.16,2.62,1.86,0.94,2.34,1.99,1.95,1.22,2.25,2.01,2.98,2.25,2.35,2.95
b_1,1.08,1.18,1.06,0.98,2.73,1.89,2.26,2.48,2.34,2.6,2.7,1.57,2.93,2.11,2.8,2.79
a_1,1.17,1.31,1.12,1.25,0.89,3.27,1.9,2.02,2.43,2.48,2.5,2.96,4.13,2.49,2.32,3.47
h_1,1.09,1.56,1.42,1.05,1.16,1.22,3.91,3.17,2.33,2.64,2.69,2.53,2.53,2.96,2.94,3.52
g_1,1.09,1.16,1.86,1.22,1.03,1.22,2.02,4.35,2.13,2.53,3.8,3.08,3.12,2.81,3.06,2.5
d_0,0.92,1.32,0.83,2.24,1.36,1.26,2.44,2.73,3.93,2.14,2.91,3.04,3.1,2.5,3.01,3.6
c_0,1.17,1.48,1.13,0.94,1.1,1.35,2.57,2.75,2.9,4.07,2.95,5.19,3.56,3.11,3.75,3.97
f_0,1.04,1.0,1.51,1.35,1.25,1.07,2.49,2.25,2.65,2.86,4.31,2.92,3.94,3.12,5.7,3.19
b_0,1.22,1.4,1.29,1.44,0.84,0.99,2.47,2.27,2.69,1.95,3.29,4.22,3.45,4.78,3.31,4.43
h_0,1.21,1.67,1.3,1.39,1.24,0.92,2.1,2.87,2.52,2.39,2.45,2.94,2.55,2.64,2.97,4.23
a_0,1.17,1.39,1.44,1.28,1.29,0.68,2.71,2.33,2.54,2.71,3.28,2.25,4.39,4.89,3.37,3.76
e_0,0.89,1.58,1.24,1.53,1.29,1.44,2.5,2.48,2.61,2.54,2.12,2.68,3.31,2.37,5.01,3.72
g_0,1.1,1.12,1.82,1.32,1.38,1.09,2.46,2.13,2.33,2.34,3.78,2.49,3.24,2.61,3.05,3.0
