,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
e_1,111.91,77.76,91.62,120.35,155.97,413.08,11550.18,27912.43,18223.05,21609.07,41863.1,51501.62,121009.82,135827.25,149856.27,196847.5
f_1,104.63,125.4,84.12,93.49,122.0,326.89,9674.57,20439.9,17577.38,23708.87,32228.74,45277.84,105310.31,106473.29,154042.01,188108.22
d_1,67.82,90.31,140.16,73.27,134.97,362.78,10207.21,14506.79,15036.79,34245.69,32934.09,50904.97,103127.62,142194.78,148274.26,169702.01
c_1,58.95,76.85,89.49,139.93,212.0,415.73,10491.38,14507.28,14957.99,16278.51,34953.85,31287.45,102329.34,121760.52,115743.05,182753.37
b_1,55.7,73.36,81.12,69.2,196.99,589.31,8642.76,13595.76,15057.07,19295.23,28564.6,31322.19,94162.83,117980.18,97431.9,149045.66
a_1,44.18,56.09,55.67,58.57,73.25,463.28,6658.76,11877.79,10259.91,12838.88,22266.79,28764.79,70390.66,95551.62,80622.39,105357.43
h_1,17.53,25.94,25.48,23.62,35.84,88.06,3486.51,4052.98,5883.17,5528.9,9238.03,11077.11,24307.11,34379.18,37710.77,55122.33
d_0,13.14,16.2,18.49,30.58,37.47,85.31,2562.74,4762.21,4128.37,3753.99,7879.27,9375.69,23723.76,32312.72,35514.67,43455.26
g_1,14.66,16.2,27.03,20.65,31.27,90.5,2015.15,3107.42,5244.38,5095.88,10072.14,8674.11,20215.1,32797.6,29679.74,34025.95
c_0,15.43,17.56,17.98,18.61,23.63,86.32,2362.98,4388.09,3764.55,5862.8,8147.67,15327.81,23281.49,29471.44,40703.81,41635.77
f_0,10.67,12.77,18.0,18.44,28.44,77.21,2021.98,3161.35,3364.68,4176.6,8020.92,8330.43,19673.49,42418.3,27573.45,31028.58
b_0,11.65,14.21,14.71,18.43,21.42,46.31,1955.53,3204.47,3267.5,3132.94,6012.45,9654.76,18716.96,25159.54,41683.73,33287.01
h_0,8.44,12.51,13.3,12.02,19.14,54.46,1313.12,2434.92,2970.56,2927.58,4870.97,5764.85,13235.64,17886.81,18598.63,27788.04
e_0,6.7,10.43,11.28,11.53,15.96,43.86,1364.86,2029.18,2400.22,2810.7,3571.83,5164.69,14524.02,22832.34,21514.73,22468.65
a_0,8.44,9.14,11.3,11.29,17.77,41.7,1358.4,2079.75,2282.42,2580.32,4071.33,4425.73,12101.09,13958.69,22681.73,20903.12
g_0,6.81,8.53,13.73,9.23,16.34,44.96,1090.43,1712.81,1985.82,2746.48,5201.28,4870.14,11007.58,16701.62,17265.28,19831.13
