,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.67,1.1,1.18,0.89,0.75,1.04,1.65,1.21,1.04,0.97,1.07,0.83,0.85,,1.06
f_1,1.49,1.0,1.06,0.78,0.96,0.75,0.79,0.98,1.05,1.08,1.06,,0.79,0.96,1.08,1.37
c_1,0.91,0.94,1.0,1.12,1.15,1.15,1.08,0.79,1.26,,0.91,0.96,0.87,0.98,1.05,1.21
d_1,0.85,1.28,0.89,1.0,0.97,0.93,1.11,,0.85,1.21,0.96,0.94,1.07,1.07,0.91,0.75
b_1,1.13,1.04,0.87,1.04,1.0,1.41,0.88,0.89,0.81,1.13,,0.93,1.2,0.93,0.83,0.98
a_1,1.34,1.34,0.87,1.07,0.71,1.0,1.09,1.05,1.31,0.96,0.76,0.94,0.88,,,1.07
h_1,0.96,1.27,0.93,0.9,1.13,0.92,1.0,0.92,1.46,1.03,0.75,1.02,,1.22,0.79,0.94
d_0,0.6,1.02,1.27,,1.12,0.95,1.09,1.0,0.83,1.14,1.12,0.95,1.2,0.96,1.02,1.07
g_1,0.83,0.95,0.8,1.17,1.24,0.76,0.68,1.21,1.0,1.29,1.19,1.08,1.02,,0.86,
c_0,0.96,0.92,,0.82,0.88,1.05,0.97,0.88,0.77,1.0,1.54,1.07,1.22,0.95,1.12,1.04
b_0,1.03,0.94,1.1,1.04,,1.32,1.33,0.89,0.84,0.65,1.0,0.87,0.91,1.53,0.86,1.53
f_0,0.94,,1.04,1.06,1.07,1.06,0.98,1.06,0.93,0.93,1.15,1.0,0.89,0.85,1.64,0.65
h_0,1.2,1.26,1.14,0.94,0.83,1.13,,0.83,0.98,0.82,1.1,1.13,,0.8,0.91,0.9
a_0,1.18,1.04,1.02,0.93,1.08,,0.82,1.04,,1.05,0.65,1.18,1.25,1.0,1.04,0.8
e_0,,0.93,0.95,1.1,1.21,,1.27,0.98,1.17,0.89,1.17,0.61,1.1,0.96,1.0,
g_0,0.94,0.73,0.82,1.34,1.02,0.93,1.07,0.94,,0.96,0.65,1.53,1.11,1.24,,
