,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.41,0.47,0.64,0.76,0.7,0.73,0.39,0.4,0.33,0.36,0.29,0.37,0.27,0.31,0.28,0.35
f_1,0.69,0.4,0.62,0.66,0.71,0.61,0.3,0.32,0.29,0.37,0.3,0.33,0.21,0.3,0.3,0.27
d_1,0.72,0.68,0.39,0.73,0.61,0.64,0.31,0.35,0.33,0.26,0.32,0.3,0.24,0.29,0.17,0.26
c_1,0.56,0.72,0.72,0.38,0.74,0.6,0.37,0.21,0.35,0.36,0.29,0.3,0.27,0.29,0.25,0.31
b_1,0.68,0.7,0.75,0.44,0.37,0.77,0.39,0.29,0.34,0.41,0.39,0.29,0.27,0.33,0.25,0.31
a_1,0.66,0.84,0.69,0.68,0.4,0.31,0.45,0.34,0.32,0.45,0.41,0.29,0.3,0.45,0.34,0.3
h_1,0.64,0.67,0.64,0.67,0.61,0.48,0.24,0.31,0.27,0.35,0.28,0.25,0.27,0.25,0.26,0.24
d_0,0.43,0.6,0.9,0.71,0.67,0.59,0.35,0.24,0.27,0.34,0.31,0.29,0.26,0.27,0.28,0.33
c_0,0.63,0.67,0.44,0.85,0.65,0.59,0.35,0.39,0.24,0.35,0.33,0.31,0.24,0.33,0.23,0.28
g_1,0.62,0.59,0.74,0.68,0.65,0.55,0.26,0.27,0.28,0.22,0.26,0.33,0.18,0.24,0.26,0.26
b_0,0.65,0.61,0.52,0.81,0.74,0.54,0.33,0.29,0.19,0.33,0.22,0.27,0.28,0.36,0.23,0.3
f_0,0.63,0.83,0.59,0.62,0.67,0.54,0.38,0.28,0.27,0.23,0.3,0.2,0.23,0.3,0.18,0.32
h_0,0.59,0.66,0.62,0.57,0.65,0.53,0.43,0.28,0.3,0.4,0.25,0.27,0.26,0.25,0.27,0.25
a_0,0.65,0.66,0.61,0.72,0.71,0.56,0.33,0.33,0.23,0.35,0.17,0.24,0.23,0.18,0.25,0.24
g_0,0.65,0.61,0.68,0.61,0.63,0.57,0.28,0.29,0.28,0.38,0.3,0.29,0.2,0.23,0.28,0.25
e_0,0.75,0.8,0.67,0.54,0.59,0.55,0.35,0.24,0.26,0.29,0.3,0.16,0.28,0.3,0.25,0.18
