,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.33,0.6,0.47,0.7,0.58,0.38,0.97,0.85,2.13,1.27,1.24,1.26,1.45,0.55,1.34,0.98
f_1,1.1,2.37,0.54,0.46,0.52,0.31,1.07,0.79,0.99,1.1,0.49,1.12,1.46,0.69,1.02,0.91
d_1,0.56,0.69,2.41,0.42,0.49,0.41,1.12,0.99,0.66,2.16,1.17,1.44,1.31,0.98,1.67,1.09
c_1,0.43,0.57,0.51,2.4,0.92,0.48,1.01,0.89,1.23,0.38,1.16,0.78,1.41,0.96,1.16,0.88
b_1,0.54,0.58,0.62,0.57,2.51,0.83,0.88,0.91,1.21,1.01,0.84,0.44,1.61,0.91,1.12,0.66
a_1,0.54,0.59,0.6,0.57,0.53,3.03,1.16,1.05,1.14,1.25,1.36,1.15,1.29,0.86,1.49,0.62
h_1,0.68,0.97,0.77,0.69,0.61,0.48,3.06,1.37,1.22,1.49,1.28,1.37,1.11,0.92,2.04,1.1
g_1,0.56,0.51,1.08,0.81,0.61,0.46,1.16,3.31,1.19,1.49,2.2,1.57,1.87,1.31,1.15,1.09
d_0,0.66,0.66,0.28,1.45,0.61,0.52,1.15,1.26,2.72,1.05,1.43,1.0,1.78,1.04,1.37,1.13
c_0,0.78,0.72,0.82,0.51,0.48,0.5,1.44,1.36,1.43,2.77,1.65,2.78,1.9,1.3,1.65,1.56
f_0,0.54,0.48,0.82,0.84,0.65,0.61,1.22,1.17,1.4,1.55,2.95,1.38,1.64,2.81,1.79,1.25
b_0,0.79,0.73,0.76,0.75,0.37,0.53,1.27,1.28,1.44,1.4,1.68,2.94,1.98,1.24,2.07,2.61
h_0,0.7,0.98,0.75,0.71,0.58,0.49,0.77,1.67,1.43,1.22,1.46,1.23,1.27,1.11,2.14,1.19
e_0,0.39,0.71,0.8,0.83,0.56,0.67,1.49,1.28,1.57,1.55,1.26,1.28,2.15,3.54,1.62,1.18
g_0,0.61,0.62,1.1,0.69,0.56,0.55,1.35,1.0,1.17,1.44,2.37,1.45,1.53,1.33,1.26,1.08
a_0,0.64,0.84,0.88,0.77,0.5,0.32,1.45,1.5,1.26,1.42,1.4,1.54,2.06,1.4,1.58,3.12
