,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.45,2.48,4.76,4.41,3.61,4.12,1.26,0.95,0.98,1.24,1.32,1.11,0.63,0.89,0.77,2.95
f_1,4.57,0.45,3.87,4.47,3.64,5.35,0.84,0.92,0.84,1.24,0.66,3.28,0.46,0.79,0.64,0.91
d_1,4.5,4.24,0.44,5.07,5.82,3.43,1.16,3.96,0.77,0.73,0.77,0.76,0.66,0.77,0.42,0.59
c_1,3.96,4.7,6.01,0.41,3.45,5.62,1.31,0.51,2.81,1.44,0.98,1.0,0.66,1.19,0.67,1.06
b_1,5.15,6.06,5.6,2.79,0.38,4.07,1.81,1.05,1.24,2.0,5.69,1.07,0.66,1.27,0.66,0.8
a_1,6.88,7.07,6.47,4.91,3.83,0.31,2.15,1.28,1.63,2.14,1.87,1.18,0.91,,0.91,1.08
h_1,5.11,4.42,5.39,5.13,6.15,4.11,0.36,1.0,0.98,1.59,0.82,0.86,2.1,1.0,0.74,0.59
d_0,3.01,5.28,11.8,5.32,6.49,5.36,2.19,0.47,1.16,1.54,1.23,1.09,1.02,1.04,0.92,1.19
c_0,4.6,5.98,2.91,29.78,6.57,6.53,1.56,1.05,0.45,1.56,0.94,1.02,0.73,0.96,0.92,1.47
g_1,5.75,5.43,4.13,7.61,9.17,7.02,1.19,1.09,1.07,0.32,1.08,0.92,0.69,1.07,1.86,1.03
b_0,5.31,6.87,4.45,8.23,25.77,5.86,1.54,1.03,0.55,1.78,0.42,1.01,0.77,0.88,0.71,1.05
f_0,5.72,18.18,5.76,5.53,5.62,6.45,1.65,1.23,1.16,1.32,1.21,0.39,1.14,1.2,0.49,2.27
h_0,7.48,6.95,5.9,7.84,6.82,5.66,5.26,1.27,1.23,2.02,1.14,1.21,2.41,1.38,0.99,1.63
a_0,7.25,8.17,5.83,7.24,8.84,,2.66,1.48,1.1,1.85,0.77,1.59,1.21,0.36,1.66,1.43
g_0,7.13,7.38,6.39,6.76,9.46,7.67,1.51,1.51,1.56,4.32,1.63,1.25,0.75,1.57,,1.41
e_0,21.89,13.28,6.31,7.26,7.41,7.8,1.81,1.48,1.24,1.99,1.34,0.7,1.23,1.09,0.82,0.37
