,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,10428.26,1163.71,1170.79,2392.23,4091.28,6986.32,1557590.94,3812857.74,11001846.17,5061969.97,10646904.17,11276552.79,45394010.12,13238266.23,92679779.98,74444490.85
f_1,1974.87,10875.88,1543.24,1976.64,3344.11,9316.04,1395923.68,3564964.93,4877652.1,5348467.94,2015019.24,9407769.39,42716544.17,33760698.91,67425382.74,52499144.64
d_1,938.42,1243.32,16398.13,1850.18,3885.66,11770.34,1434056.03,3404060.42,1164539.64,10705592.51,7869552.97,11682598.34,42880379.31,44574834.08,93022888.15,48054534.86
c_1,912.37,1325.25,1469.78,22725.82,7323.67,10343.3,1533098.09,3219989.24,5635117.17,873661.58,8243097.29,8496539.45,47289520.66,42189920.43,87972742.37,64216734.0
b_1,1026.51,1111.68,1388.48,1751.91,53990.66,19352.18,1567984.49,3398852.69,5117087.44,5298912.88,10308422.99,2042989.24,38257883.87,55949855.81,78339870.73,65621446.93
a_1,1198.09,1075.03,1839.68,1917.34,4441.81,180063.14,1643581.64,3404378.21,4431758.87,5754671.97,8814493.11,7522511.25,34829055.6,40444983.06,76579552.82,11524511.03
h_1,1660.74,2765.43,2466.52,3506.39,6569.59,16549.94,10208808.73,9358390.72,9581450.68,8434952.31,15931286.87,15667354.13,20504947.45,84214677.11,157752097.22,114144918.3
g_1,1976.55,1873.74,4460.15,2647.02,4815.25,20451.88,2163320.75,31097602.54,6780424.72,8835098.87,24582357.23,17252331.64,47663710.62,71382808.11,61968245.05,114107539.26
d_0,1756.78,1944.69,859.44,7840.94,7422.9,19425.95,2341800.26,5433911.38,24388666.14,7601662.17,18074412.6,15261342.01,56758807.93,83629901.59,152020560.26,131063609.79
c_0,2214.28,1925.63,3752.88,1480.18,5805.09,21973.61,2223228.1,6999614.66,8763027.23,25761188.48,20333714.18,32093704.53,70754130.44,104170579.18,162292219.74,135662332.95
f_0,1881.44,871.19,2389.0,4569.97,7392.46,19644.78,3013796.02,5997033.65,11578395.81,8442580.28,51383859.92,21023196.77,55956693.67,194422180.5,192435659.09,139214422.27
b_0,1893.82,1928.73,3297.84,4047.0,2766.43,15552.61,2688554.91,7175247.58,9944034.82,9452971.37,18628490.79,57934643.07,66902704.48,102362180.65,169601819.27,278062330.04
h_0,1582.35,2472.85,3203.18,4294.09,6100.62,22313.98,1016429.97,7689098.67,10230957.79,8342165.58,15310112.84,15725647.55,26660304.72,67807118.83,202134950.26,102838419.08
e_0,464.64,2323.62,3539.96,4943.3,7571.1,18866.99,2960444.36,7639039.43,9114406.14,10544116.91,20164694.46,14815985.76,75018330.26,355144341.79,128663234.59,97303712.5
g_0,1424.74,1484.36,4927.6,3694.04,6719.89,14991.48,2307863.52,3501859.7,9557954.99,9175636.79,26403334.44,16660444.23,66164825.52,116884874.43,85549475.87,95753358.08
a_0,1796.09,2400.86,4297.19,4074.56,6344.36,6487.11,2634937.0,6310568.77,9775800.12,8211672.1,18256982.43,19533852.79,67672855.73,62491479.42,159781369.64,528001546.93
