,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,97.91,60.41,74.65,69.56,121.4,370.83,8303.0,12905.63,28097.06,16662.56,33529.84,45976.18,81163.28,113539.72,112626.65,174731.53
f_1,46.26,104.1,109.38,73.8,134.73,273.08,7054.43,14358.35,18321.66,24850.73,27563.01,29343.2,77777.97,90130.9,86166.08,155009.39
e_1,41.46,41.87,136.71,95.51,120.7,290.66,6924.71,13312.7,16858.56,35757.65,28824.2,37980.55,66611.01,92265.64,80434.48,144576.1
c_1,44.12,46.74,52.4,150.86,179.01,323.42,6909.97,14015.81,8853.65,16304.97,15734.46,35624.56,50915.67,84002.74,98871.75,126090.2
b_1,38.1,38.82,49.99,54.08,224.93,414.91,5770.29,11633.02,14261.22,17739.88,11870.31,27230.06,42354.06,69223.11,77467.43,112118.89
a_1,24.68,29.08,36.43,49.37,70.54,493.62,5327.58,8201.02,9386.31,13056.63,16089.83,24174.92,18516.8,58096.09,82158.02,102341.68
h_1,13.81,17.57,17.63,19.52,30.08,69.14,3132.05,4798.48,4795.65,5796.27,8139.96,10066.18,17199.83,23103.34,33130.87,50542.54
g_1,14.04,9.89,13.75,15.8,23.17,65.74,1540.64,5351.9,3352.45,4272.4,6743.72,11877.64,15473.35,21455.3,31536.89,27343.64
c_0,9.53,10.78,17.02,16.29,21.93,61.28,1589.15,3299.49,5262.42,5261.9,9449.82,8209.23,16523.03,19179.64,25455.72,34209.67
d_0,7.85,9.61,12.12,26.63,25.17,60.31,1395.03,2912.65,2388.17,5909.81,4862.66,7107.03,13677.73,19481.33,19121.95,25664.79
b_0,8.75,10.74,12.02,20.63,18.59,44.49,1371.21,2551.42,2871.63,4364.15,7181.86,7094.12,20396.64,18472.56,19866.46,28987.67
f_0,8.7,5.89,10.2,13.69,22.51,52.48,1360.3,2347.08,3399.92,3613.31,4661.33,9715.31,11316.15,16016.09,36753.17,26273.63
a_0,6.34,6.92,9.78,13.92,17.4,35.47,1033.95,2033.51,2328.69,2943.85,3499.21,5364.9,14705.88,14980.59,15107.94,21083.12
h_0,6.36,8.55,9.13,10.75,14.75,37.94,735.7,2356.74,2230.08,2725.75,3323.76,4900.66,9328.89,10028.87,11460.09,21425.68
e_0,5.8,5.94,6.66,10.57,17.85,36.3,882.68,1528.28,2108.05,2632.34,3271.94,3797.42,7589.57,13566.1,22075.29,15712.78
g_0,7.34,5.28,7.02,8.33,12.83,29.19,777.56,1356.54,2114.96,2297.43,3004.11,5446.65,7239.0,10949.18,15455.97,14146.72
