,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.13,5.19,4.48,6.45,4.95,4.47,1.06,1.53,1.1,1.14,0.88,2.17,0.92,0.53,0.99,0.93
e_1,3.07,1.12,5.54,5.26,6.8,5.81,1.73,2.11,1.22,1.2,1.15,1.39,1.5,0.95,4.05,0.87
d_1,5.7,7.31,1.13,5.64,4.7,4.92,1.32,0.99,1.0,3.11,1.07,0.93,0.87,0.69,1.0,0.45
c_1,5.72,4.78,6.56,1.13,5.18,5.54,1.67,1.43,2.91,0.67,1.2,1.04,1.09,0.89,0.98,0.87
b_1,7.64,5.6,6.85,3.05,1.13,7.41,2.01,2.4,1.79,1.44,3.15,1.27,1.34,1.09,1.75,1.06
a_1,8.42,9.94,8.47,10.83,5.89,1.15,4.05,3.41,1.74,1.99,2.75,1.86,5.47,1.43,2.09,1.34
h_1,20.74,17.65,15.75,22.77,22.54,17.14,1.8,6.4,3.26,3.25,4.12,3.43,3.43,4.84,3.24,2.46
g_1,25.15,25.25,20.06,30.57,24.55,19.27,4.6,1.76,4.44,4.86,4.62,3.5,4.22,1.91,4.09,5.62
c_0,26.27,25.07,12.17,58.96,23.23,17.44,5.67,8.73,2.23,6.61,4.55,4.26,4.55,3.38,5.56,3.55
d_0,23.96,12.27,53.49,24.46,22.54,21.29,6.57,8.73,5.06,2.33,5.58,4.88,5.0,3.59,4.34,4.55
b_0,27.7,22.32,20.55,42.33,53.93,26.27,7.45,6.52,2.82,6.05,2.35,5.26,5.19,3.5,5.24,3.3
f_0,55.41,29.31,24.07,38.4,28.22,31.12,9.09,5.29,5.63,7.04,5.22,2.57,5.55,5.15,5.84,3.27
a_0,39.84,34.59,29.56,39.31,48.71,65.26,11.5,10.67,5.73,7.63,3.52,6.86,2.61,5.83,6.85,4.88
h_0,40.3,34.94,32.1,37.52,30.82,32.63,17.38,9.88,6.97,8.11,6.64,6.31,6.33,8.93,7.12,5.71
e_0,69.53,66.52,34.39,46.51,34.32,31.12,10.71,9.08,8.76,10.51,8.95,3.7,7.11,4.52,2.39,4.49
g_0,47.92,43.24,41.1,45.23,39.74,34.88,8.79,23.17,9.53,9.57,8.29,9.27,9.42,4.84,6.85,10.87
