,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,109.18,66.88,103.35,82.21,123.23,382.42,9368.66,26578.23,19637.98,19273.53,36284.08,43803.51,102548.17,128374.22,169682.5,258693.44
f_1,92.88,119.32,84.69,72.9,110.56,387.51,8559.67,17493.85,19031.28,16870.42,31036.78,26493.37,88069.35,110313.05,119061.82,238743.37
c_1,53.89,63.84,133.96,92.17,178.55,382.89,9712.16,12577.84,13599.8,18364.98,24517.29,33379.69,75289.22,102960.99,159351.97,203325.91
d_1,56.31,79.69,63.76,147.27,106.43,335.22,9003.45,12100.73,27503.28,17673.17,29619.26,34170.69,89605.43,105544.16,143746.45,197348.15
b_1,51.89,59.59,58.75,80.02,183.63,581.52,8896.73,13805.72,16553.02,14484.21,20929.7,30722.24,64626.04,100170.27,129685.87,213760.21
a_1,34.03,41.96,47.49,58.12,56.32,511.37,5591.52,8308.35,11953.22,11425.32,18015.54,22758.34,41462.43,78429.81,110947.56,142335.76
h_1,15.25,21.13,18.46,26.9,27.02,99.85,3392.31,3540.01,5007.43,6254.97,7817.43,8457.11,21765.09,25399.44,45865.95,75666.24
d_0,11.93,15.34,28.56,15.31,27.47,83.91,2133.65,4521.1,3487.21,4328.89,7372.62,7904.95,20603.47,28576.18,41090.88,48292.12
c_0,12.98,15.0,17.23,17.99,21.77,82.8,2085.93,3738.85,5294.36,4375.0,11107.86,8584.74,23552.74,26357.72,43099.78,55140.45
g_1,11.38,14.49,16.23,25.31,22.51,70.84,1769.79,2876.41,4073.77,5952.33,6415.03,10179.51,16802.18,23692.18,39533.74,37912.02
b_0,10.5,12.64,16.08,18.27,17.85,76.04,1812.15,2818.06,3048.29,3919.67,7283.25,6479.39,26732.65,20753.44,34207.52,42173.18
f_0,9.16,10.83,14.57,16.85,20.36,66.25,1740.29,2994.3,3608.3,2853.98,6411.27,8841.03,16709.0,20229.92,55435.68,35658.33
a_0,8.0,9.97,12.48,10.9,14.97,35.95,1262.28,2309.84,2347.24,2784.39,3628.4,4765.0,16796.94,15826.13,23096.09,31532.41
h_0,7.3,11.28,10.75,11.68,12.87,50.67,994.32,1917.99,2198.56,2915.06,4166.58,4784.02,10172.92,12968.22,21408.95,34606.18
e_0,4.46,7.58,10.68,10.71,14.09,40.75,991.78,1691.37,1670.53,1917.74,3347.37,3323.48,8916.65,14315.78,27898.43,24925.96
g_0,5.78,6.09,8.0,12.51,11.47,41.69,917.27,1520.05,2031.48,1618.76,3275.64,4819.91,8775.07,10875.45,17900.75,19980.53
