,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.18,1.31,1.29,1.21,1.11,0.45,0.61,0.41,0.45,0.4,0.53,0.3,0.38,0.41,0.37
d_1,1.38,0.65,1.5,1.32,1.14,1.06,0.57,0.42,0.53,0.74,0.54,0.41,0.38,0.48,0.41,0.24
e_1,0.89,1.31,0.65,1.54,1.36,1.25,0.66,0.67,0.53,0.58,0.47,0.57,0.45,0.46,0.79,0.58
c_1,1.41,1.48,1.19,0.63,1.56,1.22,0.55,0.57,0.65,0.31,0.48,0.44,0.42,0.47,0.4,0.44
b_1,1.54,1.59,1.43,0.85,0.62,1.73,0.78,0.65,0.67,0.59,0.61,0.57,0.41,0.53,0.5,0.44
a_1,1.84,1.75,1.7,1.6,0.97,0.57,0.89,0.9,0.58,0.61,0.7,0.67,0.56,1.05,0.6,0.51
h_1,2.37,2.02,1.96,2.29,1.76,1.74,0.56,0.93,0.66,0.69,0.63,0.61,0.74,0.58,0.59,0.56
g_1,2.34,2.27,2.02,2.28,2.29,1.65,0.75,0.55,0.79,0.8,0.66,0.81,0.51,0.89,0.7,0.72
c_0,2.35,1.38,2.17,3.59,2.04,2.17,1.17,1.02,0.6,1.22,0.99,0.8,0.75,0.81,0.83,0.59
d_0,2.28,3.21,1.36,2.56,2.07,2.14,1.12,1.23,0.86,0.6,0.76,0.94,0.71,0.74,0.82,0.76
b_0,2.46,1.94,2.11,2.94,3.5,1.85,1.21,1.14,0.52,0.95,0.59,0.74,0.7,0.93,0.79,0.68
f_0,3.43,2.51,2.26,2.23,2.26,2.0,1.06,0.78,0.9,0.88,0.94,0.58,0.83,0.89,0.92,0.48
h_0,2.8,2.56,2.31,2.49,2.32,1.81,1.21,1.18,0.85,0.93,0.93,0.75,0.89,0.69,0.91,0.76
a_0,2.85,2.54,2.51,2.46,2.75,3.35,1.34,1.04,0.87,1.08,0.58,0.91,0.92,0.57,1.05,0.75
e_0,3.49,2.5,2.89,2.75,2.63,2.22,1.17,1.12,0.99,0.94,0.98,0.57,0.86,0.8,0.54,0.64
g_0,3.02,3.27,2.28,2.38,2.54,2.66,1.0,1.4,0.94,1.0,0.97,1.03,0.67,0.96,0.93,0.96
