,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.35,1.13,0.9,1.24,0.98,0.91,2.05,3.42,1.68,2.18,2.07,2.1,2.59,1.83,2.41,1.34
f_1,1.82,2.43,0.98,1.07,0.85,0.67,1.67,2.36,1.56,2.08,1.99,1.35,2.51,1.77,2.23,1.02
d_1,1.05,1.18,2.47,0.84,0.9,0.82,2.02,1.79,1.77,3.56,2.46,2.16,2.88,1.93,2.58,2.15
c_1,0.99,1.05,1.03,2.47,1.63,0.92,1.84,2.06,1.44,1.35,1.49,1.83,2.58,1.57,2.34,1.72
b_1,0.98,1.04,1.04,1.05,2.59,1.52,1.96,1.99,1.62,2.12,1.48,2.11,2.64,1.25,2.15,2.0
a_1,0.92,1.05,1.1,1.2,1.17,3.11,1.76,2.11,1.73,2.32,2.05,2.2,2.84,1.53,2.35,1.7
h_1,1.11,1.5,1.24,1.04,0.94,0.71,3.54,2.3,2.28,2.28,2.06,2.14,2.21,2.16,3.76,2.0
d_0,1.16,1.13,0.86,1.87,1.15,0.92,1.82,3.28,1.71,1.62,1.97,2.02,3.12,1.82,2.21,1.6
g_1,1.02,0.99,1.6,1.21,1.01,0.83,1.85,2.02,3.94,2.31,2.14,3.3,2.84,2.03,2.57,2.33
c_0,1.25,1.21,1.12,1.07,1.0,0.91,2.06,2.64,2.08,3.31,3.99,2.54,3.28,2.64,2.9,1.87
b_0,1.35,1.28,1.11,1.25,0.87,0.58,2.26,2.32,2.09,2.17,3.52,2.33,3.54,3.94,2.79,1.88
f_0,0.87,0.93,1.38,1.2,1.16,1.01,2.25,2.36,2.1,2.29,2.32,3.63,3.22,2.04,3.19,4.12
h_0,1.19,1.47,1.21,1.14,1.11,0.83,1.5,2.05,2.29,2.06,2.21,2.17,2.43,2.15,3.13,1.93
a_0,1.23,1.38,1.3,1.17,0.92,0.53,2.21,2.2,2.1,2.34,2.55,2.48,3.48,3.97,3.48,1.77
g_0,0.95,1.06,1.81,1.05,1.09,0.88,1.79,1.7,1.43,2.37,2.14,3.24,2.91,1.55,2.42,2.14
e_0,0.91,1.38,1.36,1.19,1.0,0.76,2.28,1.99,2.05,2.19,2.35,2.35,3.03,1.87,3.12,3.85
