,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.8,0.95,1.04,0.87,0.67,0.54,0.48,0.4,0.55,0.41,0.45,0.37,0.36,0.35,0.33
f_1,1.25,1.0,0.94,0.94,0.83,0.67,0.4,0.47,0.37,0.42,0.39,0.32,0.33,0.27,0.2,0.29
d_1,1.04,1.07,1.0,0.77,0.9,0.69,0.5,0.41,0.55,0.42,0.41,0.38,0.33,0.32,0.34,0.26
c_1,0.97,1.09,1.29,1.0,1.26,0.77,0.54,0.47,0.37,0.33,0.41,0.4,0.37,0.33,0.35,0.34
b_1,1.14,1.18,1.1,0.8,1.0,1.23,0.7,0.59,0.51,0.49,0.41,0.45,0.33,0.41,0.38,0.34
a_1,1.46,1.48,1.42,1.3,0.82,1.0,0.78,0.74,0.68,0.66,0.63,0.54,0.52,0.61,0.42,0.47
h_1,1.89,2.48,2.01,1.82,1.38,1.25,1.0,1.07,0.83,0.81,0.71,0.7,0.64,0.65,0.59,0.65
g_1,2.07,2.16,2.41,2.13,1.7,1.35,0.94,1.0,0.91,0.89,0.82,1.01,0.71,0.67,0.77,0.66
c_0,2.44,2.66,1.87,2.62,1.98,1.43,1.24,1.11,1.0,1.17,1.3,0.92,0.84,0.85,0.84,0.73
d_0,1.81,2.41,2.2,3.17,2.18,1.51,1.28,1.12,0.88,1.0,0.97,0.9,0.87,0.85,0.84,0.83
b_0,2.33,2.7,2.51,2.58,2.22,1.41,1.44,1.2,0.76,0.97,1.0,0.86,1.22,0.92,0.8,0.75
f_0,2.3,3.29,2.63,2.4,2.15,1.82,1.39,1.02,1.08,1.12,1.19,1.0,0.96,1.01,1.45,0.73
a_0,2.78,2.97,2.82,2.85,2.91,1.99,1.64,1.38,1.2,1.13,0.85,1.1,1.0,1.0,0.95,0.71
h_0,2.69,3.61,3.09,2.91,2.63,1.81,1.59,1.49,1.2,1.16,1.04,0.97,0.99,1.0,0.89,0.98
e_0,2.87,4.63,2.9,2.82,2.93,2.39,1.81,1.28,1.26,1.27,1.27,0.73,1.05,1.12,1.0,0.94
g_0,3.0,3.51,3.71,2.9,2.94,2.2,1.54,1.52,1.38,1.19,1.35,1.47,1.31,1.01,1.06,1.0
