,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.53,0.82,1.06,0.84,0.78,0.46,0.55,0.41,0.34,0.4,0.41,0.35,0.35,0.61,0.34
f_1,0.83,0.4,0.69,0.83,0.86,0.74,0.34,0.47,0.38,0.37,0.36,0.44,0.23,0.38,0.31,0.33
d_1,0.99,0.95,0.39,0.68,0.76,0.79,0.43,0.3,0.55,0.4,0.34,0.31,0.36,0.34,0.36,0.22
c_1,0.63,0.9,0.98,0.39,1.02,0.66,0.43,0.43,0.22,0.4,0.31,0.32,0.31,0.33,0.31,0.32
b_1,0.88,0.85,0.8,0.49,0.37,1.12,0.4,0.46,0.46,0.48,0.81,0.41,0.35,0.35,0.39,0.35
a_1,0.81,0.95,0.84,0.92,0.44,0.31,0.57,0.5,0.4,0.38,0.51,0.46,0.31,0.56,0.36,0.28
h_1,0.69,0.79,0.77,0.68,0.76,0.59,0.24,0.48,0.32,0.29,0.3,0.33,0.3,0.31,0.3,0.28
g_1,0.66,0.74,0.81,0.74,0.75,0.65,0.3,0.23,0.31,0.34,0.29,0.38,0.22,0.31,0.37,0.3
d_0,0.46,0.67,0.95,0.93,0.75,0.73,0.41,0.48,0.26,0.31,0.36,0.37,0.32,0.35,0.34,0.31
c_0,0.82,0.69,0.46,1.18,0.67,0.79,0.41,0.35,0.43,0.24,0.38,0.35,0.29,0.39,0.36,0.28
b_0,0.66,0.74,0.65,0.99,0.86,0.63,0.38,0.42,0.31,0.22,0.23,0.31,0.28,0.42,0.28,0.28
f_0,0.66,1.18,0.82,0.77,0.63,0.59,0.42,0.25,0.36,0.3,0.3,0.23,0.27,0.32,0.41,0.21
h_0,0.63,0.86,0.63,0.77,0.72,0.65,0.52,0.42,0.29,0.3,0.29,0.3,0.33,0.35,0.34,0.25
a_0,0.74,0.67,0.71,0.73,0.89,1.06,0.39,0.39,0.35,0.3,0.19,0.32,0.23,0.2,0.3,0.27
e_0,0.81,1.15,0.6,0.84,0.74,0.67,0.36,0.29,0.32,0.27,0.34,0.17,0.26,0.34,0.19,0.27
g_0,0.68,0.72,0.83,0.73,0.67,0.72,0.34,0.41,0.3,0.3,0.27,0.32,0.24,0.32,0.31,0.44
