,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.14,11.29,9.58,10.85,12.1,10.93,2.11,2.12,2.93,2.2,2.53,7.24,1.1,2.48,2.25,2.15
e_1,5.98,1.14,12.52,13.06,13.13,11.33,4.0,1.8,4.81,2.23,2.06,2.32,1.58,2.28,2.0,11.58
d_1,12.33,14.53,1.14,13.22,10.99,10.44,3.22,14.91,1.93,2.13,2.49,2.05,1.66,2.53,1.13,2.1
c_1,12.76,9.57,17.61,1.14,10.65,11.9,3.25,1.47,4.64,8.88,2.8,2.74,1.69,2.57,1.35,3.04
b_1,16.51,16.47,14.03,7.61,1.14,18.5,4.91,3.99,4.78,4.13,11.98,2.52,1.85,2.77,2.2,2.9
a_1,25.34,26.99,18.18,19.71,12.31,1.15,6.8,5.69,6.04,5.17,5.1,4.97,4.44,16.62,2.77,4.85
h_1,27.64,21.63,25.81,28.43,25.89,20.1,1.85,4.47,6.85,5.02,4.59,3.84,13.19,5.54,4.52,3.45
d_0,35.09,16.24,105.66,40.16,39.01,32.22,9.23,2.63,12.3,7.3,5.62,5.76,7.03,5.87,5.63,7.64
g_1,37.23,34.85,36.75,31.5,31.84,33.37,8.4,8.83,1.91,7.73,6.89,7.35,3.91,5.62,11.44,6.41
c_0,56.14,31.22,16.49,139.7,39.57,34.61,9.91,7.8,10.38,2.56,5.46,5.57,5.41,6.65,5.3,7.98
b_0,41.94,40.34,34.5,51.82,153.89,31.68,12.59,11.57,8.51,3.65,2.73,6.76,5.21,6.88,5.23,4.92
f_0,104.26,42.24,40.25,34.92,44.68,45.59,16.07,8.95,7.3,7.3,6.97,2.86,6.3,7.25,4.41,8.35
h_0,65.16,56.09,41.23,40.67,57.71,47.92,32.14,11.37,16.6,11.53,10.2,10.56,24.82,10.23,7.32,11.22
a_0,54.46,49.86,75.13,51.0,72.89,155.75,16.07,11.98,16.2,7.92,4.96,7.68,8.27,2.83,7.79,11.58
g_0,62.91,56.98,59.32,65.57,60.22,74.76,13.31,11.0,47.43,12.63,11.24,11.27,6.21,11.74,19.26,16.32
e_0,49.99,149.58,59.32,56.37,57.71,64.45,16.95,12.66,20.12,11.73,10.02,6.5,11.11,13.76,9.89,2.68
