,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.59,11.75,10.45,14.95,12.73,3.6,2.39,2.25,3.36,2.35,2.74,1.68,2.62,16.68,2.14
f_1,11.22,1.14,14.82,12.73,9.16,10.8,2.56,2.26,2.24,4.58,2.37,7.79,1.16,2.46,2.02,1.72
c_1,11.15,11.33,1.14,12.83,12.33,12.8,3.58,1.47,7.25,3.91,2.13,2.05,1.61,2.2,2.6,1.91
d_1,13.88,10.36,11.96,1.14,13.32,10.74,3.38,10.54,2.66,2.03,2.23,2.29,1.59,2.17,2.31,1.16
b_1,16.64,18.35,7.1,11.27,1.15,21.38,3.99,3.46,3.77,5.06,16.68,3.04,2.22,3.15,2.8,1.94
a_1,22.37,23.77,21.75,21.24,9.69,1.15,5.53,4.1,3.34,5.3,5.11,3.32,2.79,13.67,4.32,2.96
h_1,24.22,34.45,29.65,29.0,26.77,18.12,1.91,5.71,4.99,7.59,5.67,4.74,9.57,5.12,4.08,3.78
d_0,16.26,42.2,34.54,101.06,37.99,30.11,10.58,2.58,6.54,8.46,7.18,5.8,6.28,6.71,5.65,6.7
c_0,27.44,37.1,152.27,18.53,28.11,41.92,10.58,8.35,2.69,10.12,6.1,8.13,5.83,9.22,5.83,5.3
g_1,32.52,35.17,36.41,30.32,34.28,37.51,7.36,9.93,7.57,1.92,8.1,6.99,4.67,5.51,6.02,13.65
b_0,34.77,45.62,59.82,31.76,140.55,34.48,10.44,8.25,4.16,11.13,2.53,6.57,4.9,6.83,7.06,5.38
f_0,37.76,96.46,36.41,38.78,48.47,35.63,11.28,7.06,8.32,7.18,8.72,2.68,7.73,9.46,7.06,3.26
h_0,60.55,50.39,52.34,54.67,57.37,52.15,32.54,10.7,8.87,15.9,10.31,11.6,19.14,7.85,10.19,9.1
a_0,50.9,45.01,56.78,75.8,75.97,,22.26,13.7,10.37,17.13,6.44,15.14,9.35,2.8,12.23,7.72
e_0,130.07,99.29,56.78,60.64,72.08,39.59,11.43,11.05,9.23,17.13,10.9,5.86,9.35,11.9,2.78,7.4
g_0,66.26,60.29,54.03,66.7,68.56,62.88,12.26,10.54,11.62,41.75,12.89,13.62,6.81,12.3,11.47,16.9
