,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.55,1.13,1.03,0.81,0.89,0.82,1.25,1.08,1.76,0.93,1.35,1.19,1.05,1.21,1.11,1.2
f_1,0.96,1.55,1.45,1.03,0.92,0.78,1.0,1.08,0.99,1.2,0.96,0.9,0.97,1.2,0.72,1.06
e_1,0.99,0.92,1.57,1.25,0.99,0.8,1.18,1.01,1.24,1.82,1.2,1.22,1.15,1.18,0.98,1.26
c_1,1.02,1.05,0.92,1.58,1.5,0.84,1.2,1.01,0.99,0.95,0.97,1.14,0.99,1.33,1.04,1.2
b_1,1.11,1.05,1.04,0.92,1.62,1.37,1.14,1.14,1.13,1.18,0.95,1.18,0.91,1.37,1.05,1.21
a_1,1.22,1.22,1.02,1.11,0.88,1.78,1.24,1.39,1.33,1.32,1.38,1.26,1.04,1.62,1.14,1.17
h_1,1.31,1.55,1.16,1.21,1.16,0.94,1.89,1.52,1.36,1.28,1.36,1.35,1.29,1.34,1.34,1.68
g_1,1.65,1.23,1.26,1.35,1.16,0.89,1.39,1.94,1.57,1.3,1.49,1.79,1.2,1.39,1.4,1.26
c_0,1.18,1.5,1.27,1.28,1.13,1.06,1.65,1.41,1.84,1.68,2.25,1.51,1.68,1.57,1.45,1.57
d_0,1.12,1.2,1.09,2.09,1.4,0.95,1.5,1.39,1.21,1.85,1.42,1.5,1.34,1.68,1.3,1.61
b_0,1.22,1.55,1.26,1.49,1.15,0.9,1.65,1.45,1.35,1.65,1.87,1.64,2.23,1.81,1.52,1.74
f_0,1.49,1.35,1.11,1.38,1.23,1.04,1.67,1.38,1.59,1.47,1.53,1.86,1.44,1.63,2.07,1.57
a_0,1.41,1.54,1.32,1.55,1.41,0.9,1.67,1.56,1.48,1.53,1.24,1.63,1.92,1.83,1.5,1.66
h_0,1.43,1.71,1.45,1.24,1.2,0.99,1.46,1.8,1.65,1.58,1.43,1.42,1.39,1.51,1.36,1.72
e_0,1.43,1.66,1.23,1.38,1.26,1.06,1.79,1.63,1.62,1.54,1.72,1.44,1.73,1.85,1.93,1.61
g_0,1.76,1.38,1.3,1.41,1.16,1.11,1.59,1.28,1.74,1.37,1.54,2.02,1.52,1.54,1.61,1.62
