,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.2,1.58,1.66,3.67,23.75,26.96,43.09,32.24,47.36,66.51,90.01,113.07,123.42,132.74
f_1,1.27,1.0,1.1,1.47,1.51,2.89,15.34,29.47,26.81,31.63,43.96,56.28,58.33,101.43,117.41,131.9
d_1,0.83,0.92,1.0,0.92,1.27,2.72,17.21,19.08,23.64,34.92,38.64,41.71,65.03,82.41,86.33,87.25
c_1,0.64,0.68,1.08,1.0,1.56,2.55,12.85,20.09,15.58,20.81,26.94,35.91,55.81,64.49,78.37,110.46
b_1,0.6,0.66,0.79,0.64,1.0,3.01,13.8,19.87,18.58,23.62,22.43,33.71,49.33,62.77,77.21,73.05
a_1,0.27,0.34,0.37,0.39,0.33,1.0,7.01,8.05,8.84,11.02,15.92,19.29,21.15,43.49,36.25,39.9
h_1,0.04,0.07,0.06,0.07,0.07,0.15,1.0,1.63,1.27,1.51,2.1,2.44,3.58,4.23,4.79,7.58
g_1,0.04,0.03,0.05,0.05,0.06,0.12,0.62,1.0,0.99,1.2,1.64,2.47,2.3,3.64,3.56,4.56
d_0,0.02,0.04,0.04,0.07,0.05,0.11,0.74,0.93,1.0,1.02,1.55,2.0,2.55,3.28,4.63,5.13
c_0,0.03,0.03,0.03,0.05,0.04,0.09,0.69,0.82,0.99,1.0,1.99,2.04,2.12,2.95,3.77,4.23
b_0,0.02,0.02,0.03,0.04,0.04,0.06,0.46,0.58,0.65,0.5,1.0,1.12,2.01,3.4,2.86,3.4
f_0,0.02,0.02,0.02,0.03,0.03,0.05,0.42,0.39,0.44,0.5,0.84,1.0,1.32,1.86,2.99,2.01
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.27,0.42,0.39,0.47,0.51,0.72,1.0,1.22,1.44,2.06
a_0,0.01,0.01,0.01,0.02,0.01,0.03,0.23,0.27,0.3,0.33,0.28,0.47,0.78,1.0,1.06,1.29
e_0,0.01,0.01,0.01,0.01,0.02,0.02,0.23,0.3,0.22,0.28,0.35,0.34,0.72,1.01,1.0,1.15
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.13,0.23,0.19,0.24,0.31,0.49,0.49,0.75,0.84,1.0
