,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,1.0,1.5,1.59,1.75,1.99,0.54,0.6,0.45,0.36,0.35,0.41,0.26,0.34,1.17,0.22
f_1,1.7,0.18,1.64,1.75,1.73,1.52,0.33,0.51,0.36,0.28,0.35,1.17,0.15,0.35,0.29,0.33
d_1,2.21,1.99,0.15,1.67,1.49,1.36,0.46,0.27,1.7,0.31,0.32,0.3,0.33,0.26,0.31,0.17
c_1,1.36,1.75,2.44,0.15,1.31,1.83,0.47,0.43,0.18,1.24,0.37,0.36,0.24,0.35,0.36,0.23
b_1,1.68,1.64,2.04,0.88,0.14,2.01,0.52,0.69,0.31,0.49,0.93,0.31,0.23,0.41,0.33,0.24
a_1,1.49,1.91,1.75,2.63,0.93,0.09,0.44,0.47,0.34,0.47,0.45,0.35,0.32,1.0,0.24,0.26
h_1,0.92,1.02,0.81,0.87,1.07,0.81,0.07,0.26,0.17,0.15,0.18,0.21,0.36,0.22,0.18,0.16
g_1,1.02,1.2,1.0,1.04,0.91,0.91,0.22,0.05,0.17,0.16,0.15,0.15,0.1,0.16,0.22,0.24
d_0,0.42,0.9,3.34,1.22,1.02,1.02,0.35,0.33,0.07,0.19,0.21,0.21,0.12,0.37,0.19,0.14
c_0,0.92,1.03,0.42,4.56,1.29,0.9,0.29,0.28,0.25,0.07,0.22,0.21,0.14,0.19,0.17,0.16
b_0,0.88,0.82,0.77,1.12,2.91,1.15,0.27,0.3,0.19,0.09,0.06,0.15,0.13,0.2,0.15,0.14
f_0,0.98,2.9,0.79,0.73,0.99,0.61,0.26,0.18,0.23,0.18,0.21,0.06,0.14,0.22,0.2,0.09
h_0,0.83,0.88,0.86,1.11,1.03,0.75,0.77,0.3,0.19,0.15,0.17,0.15,0.32,0.18,0.12,0.16
a_0,0.99,0.98,0.68,1.0,1.43,,0.25,0.27,0.19,0.15,0.08,0.23,0.15,0.05,0.21,0.1
e_0,1.94,1.4,0.77,0.74,0.75,1.11,0.24,0.25,0.21,0.14,0.19,0.11,0.13,0.14,0.04,0.12
g_0,0.99,0.76,0.96,1.05,1.06,0.75,0.22,0.69,0.21,0.2,0.21,0.16,0.1,0.18,0.19,0.29
