,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.9,0.25,0.27,0.19,0.15,0.11,0.18,0.36,0.14,0.18,0.2,0.18,0.19,0.14,0.07,0.15
f_1,0.41,0.89,0.21,0.21,0.15,0.09,0.16,0.2,0.14,0.18,0.18,0.08,0.18,0.12,0.09,0.16
c_1,0.21,0.24,0.89,0.19,0.35,0.1,0.17,0.18,0.12,0.05,0.11,0.14,0.18,0.12,0.12,0.16
d_1,0.23,0.24,0.14,0.9,0.18,0.12,0.18,0.1,0.19,0.37,0.23,0.17,0.19,0.15,0.13,0.16
b_1,0.19,0.21,0.21,0.19,0.89,0.28,0.19,0.17,0.15,0.17,0.08,0.15,0.21,0.1,0.13,0.15
a_1,0.22,0.26,0.25,0.21,0.15,0.88,0.2,0.19,0.12,0.17,0.21,0.16,0.18,0.05,0.14,0.16
h_1,0.21,0.39,0.29,0.27,0.21,0.14,0.57,0.2,0.22,0.18,0.22,0.15,0.19,0.14,0.18,0.26
d_0,0.28,0.26,0.52,0.1,0.23,0.15,0.26,0.45,0.17,0.14,0.19,0.18,0.23,0.12,0.15,0.16
g_1,0.27,0.22,0.22,0.44,0.19,0.12,0.23,0.19,0.56,0.23,0.23,0.31,0.2,0.13,0.16,0.12
c_0,0.38,0.3,0.18,0.27,0.14,0.15,0.24,0.24,0.2,0.44,0.39,0.18,0.24,0.17,0.14,0.19
b_0,0.31,0.26,0.31,0.29,0.12,0.11,0.23,0.23,0.18,0.23,0.45,0.2,0.23,0.31,0.19,0.23
f_0,0.24,0.21,0.28,0.26,0.22,0.17,0.27,0.24,0.22,0.26,0.25,0.44,0.26,0.16,0.35,0.23
h_0,0.24,0.43,0.25,0.3,0.17,0.13,0.17,0.2,0.24,0.24,0.22,0.21,0.17,0.17,0.17,0.29
a_0,0.32,0.27,0.26,0.32,0.21,0.06,0.23,0.24,0.19,0.25,0.21,0.2,0.24,0.4,0.18,0.22
e_0,0.18,0.34,0.33,0.25,0.21,0.16,0.29,0.23,0.22,0.25,0.22,0.2,0.28,0.17,0.41,0.24
g_0,0.22,0.28,0.26,0.42,0.19,0.15,0.21,0.18,0.13,0.24,0.24,0.3,0.3,0.18,0.18,0.16
