,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.67,1.35,1.26,1.12,1.14,1.1,0.44,0.47,0.62,0.47,0.42,0.62,0.28,0.42,0.48,0.42
e_1,0.87,0.66,1.37,1.32,1.38,1.38,0.63,0.64,0.63,0.53,0.46,0.58,0.38,0.45,0.84,0.41
c_1,1.49,1.15,0.64,1.5,1.54,1.16,0.58,0.3,0.52,0.52,0.43,0.4,0.42,0.42,0.37,0.35
d_1,1.62,1.46,1.34,0.64,1.17,1.19,0.57,0.68,0.44,0.52,0.54,0.43,0.41,0.5,0.34,0.29
b_1,1.56,1.55,0.89,1.57,0.62,1.57,0.76,0.58,0.56,0.58,0.78,0.49,0.47,0.46,0.44,0.43
a_1,2.01,1.49,1.8,1.56,0.97,0.57,0.9,0.66,0.84,0.72,0.77,0.78,0.5,0.93,0.58,0.47
h_1,2.1,1.87,2.11,2.08,1.75,1.58,0.57,0.79,0.98,0.65,0.73,0.64,0.63,0.65,0.75,0.61
d_0,2.19,1.3,2.87,2.6,2.46,2.01,0.98,0.63,1.32,0.73,0.77,0.77,0.75,0.79,0.82,0.65
g_1,2.42,2.17,2.48,2.17,2.38,1.81,0.84,0.73,0.54,0.76,0.79,0.82,0.53,0.78,0.64,0.75
c_0,2.23,2.15,3.47,1.43,2.38,2.03,0.99,0.99,1.08,0.59,1.1,0.9,0.86,0.81,0.76,0.69
b_0,2.5,2.29,2.67,1.89,3.34,2.06,0.96,0.84,0.93,0.45,0.59,0.81,0.66,1.17,0.78,0.7
f_0,3.33,2.13,2.76,2.61,2.33,1.74,1.26,0.91,0.67,0.89,0.85,0.56,0.78,1.01,1.09,0.44
h_0,3.21,2.58,2.37,2.3,2.39,2.24,1.44,0.86,1.15,0.79,0.89,0.74,1.02,0.79,0.78,0.85
a_0,2.64,2.7,2.66,2.53,2.93,2.96,1.29,0.94,0.96,0.82,0.5,0.72,0.77,0.56,0.88,0.81
e_0,3.15,2.95,3.68,3.02,3.19,1.97,1.12,0.91,1.16,0.94,0.95,0.45,0.77,0.92,0.57,0.62
g_0,2.47,2.83,2.89,3.01,2.54,2.53,1.04,1.08,1.49,1.08,0.98,1.26,0.66,0.88,1.01,0.95
