,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.67,1.2,2.24,2.24,2.09,1.89,1.01,1.06,1.05,0.86,0.93,0.81,0.63,0.74,1.27,0.69
f_1,2.53,0.67,1.96,1.96,1.95,1.6,0.76,0.82,0.79,0.61,1.45,0.63,0.49,0.66,0.55,0.68
d_1,2.33,2.27,0.64,2.3,2.26,2.18,0.88,0.6,1.54,1.05,0.66,0.75,0.62,0.59,0.72,0.4
c_1,2.0,2.21,2.31,0.64,2.44,2.11,1.14,1.0,0.54,1.58,0.72,0.78,0.66,1.09,0.68,0.58
b_1,2.18,2.65,2.33,1.36,0.63,2.78,0.94,1.35,0.73,1.11,0.89,1.5,0.63,0.78,0.77,0.63
a_1,2.83,3.34,2.27,2.94,1.53,0.57,1.16,1.17,1.12,0.84,1.09,1.17,1.06,2.68,0.78,0.89
h_1,2.4,2.85,2.56,2.38,2.48,2.87,0.61,1.42,0.91,0.82,0.93,0.81,1.04,0.78,0.84,0.76
g_1,2.66,3.19,3.19,3.16,2.39,2.66,0.95,0.57,1.0,0.88,1.01,1.08,0.7,0.99,0.8,1.28
d_0,1.6,3.06,4.94,3.85,2.81,2.77,1.52,1.62,0.65,0.85,1.1,1.15,0.86,1.12,1.0,0.96
c_0,3.21,3.78,1.54,7.48,2.81,2.78,1.43,1.57,1.59,0.65,1.16,1.65,1.11,1.14,1.14,0.95
f_0,2.83,5.08,3.37,3.46,2.58,2.89,1.41,0.86,1.06,1.07,0.63,1.07,0.94,0.82,1.53,0.61
b_0,2.89,3.51,2.76,3.56,6.1,2.38,1.53,1.29,1.08,0.54,1.15,0.64,0.79,1.5,1.02,0.88
h_0,3.24,3.76,3.55,3.4,3.48,2.22,2.82,1.54,1.39,1.24,0.92,1.16,1.57,0.84,1.08,1.01
a_0,3.06,3.59,3.92,3.69,3.91,,1.9,1.61,1.37,1.26,1.42,0.72,1.18,0.6,1.91,1.21
e_0,5.35,6.27,3.39,3.44,3.44,3.06,1.89,1.99,1.19,1.1,0.57,1.09,0.82,0.86,0.59,0.94
g_0,3.53,3.86,4.47,3.77,3.9,3.12,1.58,2.78,1.53,1.18,1.38,0.99,0.91,1.03,1.12,1.41
