,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.44,1.29,1.92,1.26,1.5,1.42,2.97,4.99,3.19,2.92,3.37,3.71,4.28,3.33,2.88,4.24
f_1,2.19,2.47,1.44,1.39,1.29,1.3,2.53,3.25,2.78,2.54,3.27,2.29,3.48,3.15,2.75,3.74
c_1,1.22,1.49,2.54,1.61,2.37,1.42,2.89,2.75,2.42,2.67,2.33,2.98,4.29,3.22,3.47,3.95
d_1,1.47,1.6,1.2,2.58,1.38,1.49,2.8,2.62,4.64,2.75,3.99,3.54,4.09,3.93,3.51,3.98
b_1,1.3,1.67,1.28,1.43,2.83,2.61,2.86,2.86,3.23,2.84,2.22,3.12,3.9,2.72,3.78,3.88
a_1,1.5,1.79,1.63,1.53,1.25,3.22,3.11,3.28,3.5,2.94,3.63,3.13,4.2,2.58,3.3,4.04
h_1,1.44,2.01,1.47,1.65,1.41,1.44,4.32,3.08,3.3,3.94,3.17,3.21,3.26,3.17,3.92,5.01
d_0,1.34,1.54,2.42,1.32,1.64,1.51,3.12,4.15,2.75,3.16,3.62,3.44,4.41,3.6,3.86,4.24
c_0,1.72,1.7,1.45,1.57,1.18,1.56,2.93,3.76,4.34,3.0,5.3,3.48,4.17,3.85,3.84,4.48
g_1,1.32,1.34,1.52,2.12,1.49,1.49,2.77,3.01,3.35,4.84,3.38,4.95,3.82,3.4,3.94,3.92
b_0,1.67,1.47,1.93,1.57,1.35,1.32,3.22,3.46,2.97,3.15,4.49,3.64,4.42,5.59,3.23,4.85
f_0,1.29,1.41,1.65,1.51,1.71,1.79,3.62,3.66,3.43,2.96,3.31,4.77,4.35,3.68,5.66,3.97
h_0,1.46,1.85,1.58,1.65,1.56,1.43,2.84,3.35,3.49,3.57,3.19,3.24,3.72,3.51,3.58,4.89
a_0,1.52,1.52,1.64,1.6,1.7,1.29,3.19,3.76,3.37,3.54,2.96,4.23,4.3,5.2,3.39,4.32
e_0,1.21,1.72,1.62,1.69,1.59,1.68,3.22,3.31,3.43,3.19,3.79,3.19,4.4,4.21,5.18,3.56
g_0,1.39,1.37,1.59,2.13,1.52,1.55,2.97,2.76,3.33,2.52,3.02,4.7,4.15,3.62,4.11,3.95
